"","UC"
"F11186",-0.1063
"F6300",-0.6095
"F8034",0.8001
"F56302",0.2643
"F6445",-0.5589
"F49126",1.2815
"F56806",0.5835
"F2275",0.8485
"F3570",0.4335
"F13740",-0.9708
"F35340",-0.7349
"F2981",-0.3768
"F43700",0.2869
"F28477",0.9022
"F11592",-0.5266
"F33808",-0.4196
"F23970",-0.3658
"F53268",-0.6758
"F43591",-0.3269
"F4431",-0.1177
"F10820",-0.6337
"F11003",-0.1175
"F50679",0.2744
"F66475",0.4844
"F8785",0.6997
"F28913",0.5893
"F45366",-0.1542
"F8435",-0.1782
"F30377",0.2641
"F56468",-1.4306
"F10201",-0.1263
"F17050",-0.462
"F50634",0.2155
"F30165",1.1751
"F31636",-0.1128
"F18826",0.8629
"F36567",0.9804
"F56609",-0.5339
"F11445",-0.1953
"F11829",0.3512
"F53104",-0.3931
"F33200",-0.3156
"F7340",-0.6307
"F51181",0.7827
"F5468",0.9095
"F6992",0.2058
"F4113",-0.5104
"F65273",-0.2038
"F9648",-1.6764
"F12992",-0.655
"F23797",-0.7561
"F60811",1.0438
"F43425",0.5012
"F24594",0.5252
"F39633",1.4988
"F9363",-0.3024
"F60088",0.0589
"F6564",0.2899
"F19586",0.5691
"F64308",0.8709
"F47966",-0.5831
"F50079",-0.2639
"F50867",0.2585
"F46881",0.1927
"F151",-0.4328
"F20459",-0.5445
"F59793",-1.2998
"F2356",0.0927
"F3563",-0.5463
"F18486",-0.2233
"F29874",-1.6079
"F25637",-1.0652
"F30697",1.0488
"F41730",0.4972
"F66913",0.6929
"F5661",-0.8338
"F52888",-0.294
"F8021",0.3799
"F32144",0.3175
"F16588",0.0814
"F1343",-0.6793
"F53386",-1.0307
"F59365",1.2246
"F18033",0.0432
"F10580",-0.9685
"F51781",-0.0988
"F56335",-0.6341
"F19194",-0.8367
"F6976",0.21
"F43141",-1.5165
"F29756",-1.1191
"F51742",-0.3818
"F49791",-0.3489
"F23806",0.2858
"F35451",0.6659
"F30083",-0.3716
"F20951",-1.627
"F50873",0.9076
"F446",0.5903
"F11772",-1.6353
"F16740",-0.8422
"F15937",0.9045
"F47391",0.4476
"F53961",-0.2403
"F37188",-1.033
"F56409",-0.4142
"F34609",1.0384
"F60863",1.1229
"F49986",0.449
"F57258",-0.9229
"F32114",0.3461
"F18397",-0.6163
"F5567",0.0521
"F28431",0.7095
"F50729",-0.6731
"F63284",-0.1567
"F58005",1.0459
"F24472",0.4033
"F36965",-0.8131
"F41806",1.0922
"F10362",0.3495
"F10728",-0.6688
"F36555",-0.3507
"F3689",-0.7119
"F9993",0.2544
"F46874",0.1971
"F50666",0.1475
"F3082",-0.4674
"F26627",1.038
"F2513",-1.0136
"F16278",0.02
"F55093",-0.2501
"F1198",-0.4541
"F1942",-0.2849
"F8735",-0.1331
"F56875",0.4504
"F9335",0.3203
"F7501",-1.2382
"F11393",0.7348
"F6689",0.3773
"F32148",0.2443
"F2551",1.0919
"F52696",-0.662
"F3008",0.5692
"F61073",0.5669
"F8922",-0.3977
"F7009",0.4603
"F30875",0.3317
"F15899",-0.3302
"F32126",0.276
"F15633",-0.8539
"F5977",-0.587
"F31744",0.4254
"F10680",-0.3761
"F38591",-0.0291
"F32585",1.1032
"F23841",-0.7953
"F48695",-1.2109
"F63550",-0.3463
"F53829",-0.4566
"F7098",0.373
"F16862",-0.886
"F6765",-0.7362
"F56782",0.4124
"F7255",-0.317
"F56327",0.6822
"F10605",-0.6805
"F42641",-1.0433
"F6907",-0.7084
"F42758",1.9355
"F30293",-0.2354
"F29249",0.546
"F47790",0.6777
"F63800",0.9285
"F50028",-0.2636
"F56031",0.9491
"F64860",0.59
"F18225",-0.6021
"F38255",-0.3108
"F46615",-0.1902
"F28182",-1.1295
"F63554",-0.2149
"F49238",-0.5196
"F8487",-0.198
"F56130",0.2201
"F13275",-0.6492
"F2717",-0.185
"F6598",-0.9355
"F24",0.1922
"F60771",-0.6628
"F49179",-0.2729
"F26142",0.5175
"F11446",-0.4072
"F55674",0.6839
"F54452",0.7865
"F53945",-0.1825
"F36471",0.608
"F37009",-0.6893
"F56697",-1.2243
"F47801",0.0922
"F50553",0.8885
"F16148",0.8813
"F54909",-0.4806
"F36814",0.838
"F18535",-0.6442
"F35356",-0.5193
"F134",0.2824
"F2602",-0.2731
"F6850",1.3861
"F38382",-0.3618
"F31109",0.161
"F4908",0.6246
"F3499",0.872
"F64967",-0.583
"F65103",0.5744
"F2591",-0.3644
"F17261",-1.0987
"F9959",-0.7759
"F29774",0.5813
"F36392",-1.207
"F26143",0.4174
"F32646",-0.8222
"F45411",-0.1132
"F62693",1.0542
"F12510",-0.6122
"F52328",-0.1689
"F59806",0.2137
"F7002",-0.3658
"F51764",0.2207
"F26525",-0.6953
"F7233",1.0891
"F56623",-1.4153
"F27723",-0.3333
"F56212",0.1095
"F9789",-0.966
"F6463",-0.2669
"F3543",-0.3047
"F1004",-1.7511
"F32392",-0.6442
"F51866",-1.3866
"F35548",-1.9075
"F65061",0.434
"F54162",0.4448
"F22819",0.9857
"F9075",0.2882
"F9098",-0.2926
"F16220",0.2086
"F5784",-0.3981
"F7226",0.4305
"F55287",0.5518
"F31129",0.4713
"F55126",0.8105
"F26438",-0.3473
"F421",0.3751
"F35362",-1.0365
"F47771",-0.172
"F48435",-0.0929
"F25658",-0.689
"F13928",-0.1086
"F27962",-0.6562
"F28034",-1.5401
"F2317",-0.3497
"F48111",-0.3829
"F17870",0.4517
"F57177",-1.1935
"F2453",0.2485
"F64435",0.4579
"F57267",-0.1503
"F6524",-0.3168
"F60470",0.6732
"F38909",-0.2361
"F57785",0.8278
"F3485",-0.5229
"F8730",1.6408
"F36996",-0.9133
"F38925",-1.2578
"F5023",-0.3834
"F10755",-0.7467
"F16203",-1.4246
"F6733",-0.3919
"F471",-0.4122
"F52873",-0.6188
"F23600",-0.7069
"F8399",0.3869
"F26909",0.7502
"F60887",1.0949
"F17099",0.2438
"F49962",0.283
"F14766",-0.7414
"F59235",0.5724
"F17996",0.1802
"F63261",0.6822
"F32430",1.4749
"F49226",-0.4804
"F53501",-0.8939
"F57974",-0.5388
"F2063",0.7294
"F55625",0.6067
"F63402",-0.8813
"F66197",-0.4957
"F11133",-1.4999
"F29542",0.3217
"F57116",0.3602
"F23",-0.3571
"F53369",-0.5545
"F27891",0.6627
"F4401",0.7463
"F12814",-0.6836
"F40420",-0.4778
"F14463",-0.2162
"F28233",-0.5258
"F7053",-0.2775
"F30450",-0.3839
"F31110",1.0942
"F30372",-0.3038
"F47640",-0.5853
"F57920",0.1337
"F39532",-0.6481
"F55353",0.4237
"F29948",-0.808
"F39798",-1.2528
"F22361",0.8199
"F50696",-0.2431
"F13285",-0.3017
"F10462",-0.1154
"F29860",0.9869
"F58124",-0.8986
"F17142",-0.0185
"F37293",-0.7513
"F31260",0.5967
"F14771",-2.2718
"F6381",0.0914
"F67028",0.8371
"F6780",-0.7294
"F22252",0.3806
"F28879",-0.5903
"F8686",-0.8013
"F55148",1.2464
"F49437",-1.2034
"F50424",1.4277
"F28462",0.5141
"F36759",-1.284
"F64754",-0.058
"F44119",0.1258
"F58167",1.2103
"F3441",0.7254
"F20765",0.2776
"F28061",0.8641
"F4720",0.2733
"F10440",-0.312
"F53672",-0.5087
"F37383",0.0827
"F63097",1.0969
"F27683",-0.2644
"F19698",0.0388
"F3238",0.047
"F5967",0.5847
"F51120",-0.4234
"F31296",-0.5574
"F50146",-0.4934
"F19372",-0.3966
"F16265",0.1813
"F48794",-0.4128
"F9934",0.3252
"F8175",-1.322
"F45197",-1.2161
"F52373",-1.1276
"F38917",0.2166
"F46913",0.3607
"F55002",-0.9101
"F55543",0.2347
"F47905",-1.2588
"F48140",-0.7532
"F47302",-0.8101
"F33694",-0.4477
"F37700",1.429
"F24421",0.3701
"F5170",0.8127
"F5475",-4e-04
"F9971",-0.6297
"F5525",-0.6914
"F20670",-0.216
"F43204",-0.9452
"F57023",0.5202
"F3164",0.0375
"F30902",1.06
"F28316",0.4664
"F67225",0.8878
"F56638",-0.5651
"F6740",1.5269
"F34570",-0.1118
"F44652",0.4932
"F17699",0.4969
"F1842",-0.3571
"F62179",0.9028
"F4874",-0.2335
"F34752",-1.1459
"F62973",-0.8103
"F51346",0.3076
"F6563",0.432
"F55279",0.5361
"F52601",0.1829
"F16721",0.1245
"F52741",-0.2119
"F47655",-0.1801
"F2019",-0.121
"F42233",0.7879
"F48110",-0.6711
"F1823",0.3825
"F57135",0.5252
"F26253",-1.372
"F63185",0.8028
"F54865",-0.5078
"F48446",-0.2523
"F38758",0.6086
"F43222",-0.4457
"F14644",0.8501
"F6680",-0.2886
"F16802",-1.4048
"F49101",0.8739
"F22528",-0.5917
"F53477",-0.2702
"F2001",1.1377
"F4476",-0.2966
"F50923",-1.0931
"F52333",-0.5097
"F27106",-0.8402
"F46561",-0.152
"F5357",-0.0651
"F11600",-0.2106
"F10087",1.1673
"F47488",-1.1554
"F5013",-0.4069
"F137",0.4719
"F6892",-0.3065
"F56389",-0.5834
"F46476",0.1232
"F53040",-0.4679
"F667",0.3555
"F48720",0.3261
"F49878",0.1297
"F58154",-1.717
"F41811",-1.0333
"F50814",0.6595
"F29830",-0.6777
"F64090",0.9801
"F48",-0.5395
"F56585",0.492
"F48781",0.6691
"F54510",0.8407
"F895",-0.6647
"F15108",-1.1456
"F17877",0.0689
"F37044",-0.8148
"F2502",0.5118
"F22417",-0.4686
"F20679",0.0499
"F33846",-0.3437
"F64400",-1.0716
"F4393",0.7276
"F12128",1.1436
"F25664",-0.3381
"F28788",0.664
"F11838",-1.3296
"F155",0.3724
"F54226",-1.0005
"F9044",-0.3841
"F54154",-0.5911
"F2172",-0.6417
"F38574",0.0547
"F39736",-0.4897
"F34745",-0.7375
"F66890",-1.3851
"F44894",-0.9079
"F12517",-0.1839
"F63802",0.411
"F46912",-0.2972
"F2470",0.0231
"F15776",-0.7084
"F43346",-0.5683
"F53455",0.0855
"F27559",-2.1903
"F55074",-1.226
"F25479",-1.1884
"F8768",-1.2104
"F34023",-0.9265
"F54126",-2.0145
"F10923",-0.218
"F64386",0.2597
"F30492",-1.2111
"F38773",-0.3378
"F63817",-0.6196
"F47356",-0.146
"F3127",-0.4222
"F47612",-0.1633
"F2279",-0.4589
"F50094",-0.5523
"F20591",-0.3265
"F6112",0.8503
"F21841",-0.8534
"F6036",0.112
"F19469",1.3091
"F66522",-1.1508
"F8437",-0.5295
"F32150",0.3727
"F49346",1.0582
"F39728",-0.2824
"F54828",0.0886
"F20312",0.1075
"F3946",1.602
"F64598",-0.3178
"F11108",-0.4102
"F32517",0.5466
"F25252",-0.8821
"F56230",-0.7306
"F44766",0.5726
"F35268",-0.7007
"F48673",-0.3261
"F56488",0.4789
"F55511",1.3687
"F5771",1.016
"F50597",-0.5682
"F4043",-0.1775
"F36671",-0.2861
"F7245",-0.8456
"F3763",0.5185
"F6935",-0.0311
"F65452",-0.6686
"F47455",1.6161
"F6352",0.2614
"F393",0.2403
"F23318",0.0493
"F61775",0.5051
"F6643",0.4916
"F35474",-0.2237
"F43503",1.0128
"F53252",0.1423
"F54358",0.712
"F9229",0.1946
"F10376",-0.5762
"F59894",-1.4305
"F5765",0.2691
"F10907",0.3466
"F3497",0.2186
"F39284",0.4135
"F54802",0.8904
"F48876",-1.1973
"F54598",-0.2242
"F8218",0.1754
"F39216",0.7706
"F47614",-0.841
"F15572",0.2457
"F17484",-1.0138
"F22963",-0.1828
"F3096",0.1347
"F30401",-0.9285
"F8600",0.149
"F20610",0.095
"F18133",-0.5442
"F31970",0.2505
"F49840",-0.4995
"F9847",0.2583
"F52434",-0.0438
"F49650",-0.2813
"F61654",0.312
"F49428",-0.2142
"F4803",-0.4712
"F15499",0.3347
"F57291",0.4419
"F51369",0.797
"F54592",-0.7973
"F50994",0.1096
"F37059",0.4191
"F4397",0.0823
"F32672",-0.3021
"F25312",0.7644
"F24957",0.8425
"F25533",-0.7768
"F12744",1.0796
"F33131",-1.2223
"F49888",-0.3379
"F48820",1.3589
"F31411",-0.7654
"F49738",-0.6104
"F204",0.0929
"F53106",-0.7589
"F66042",0.3506
"F55964",0.5995
"F3813",0.8662
"F24706",-0.9506
"F50705",-0.3324
"F54567",-0.6548
"F55633",-0.8279
"F59125",0.2132
"F56035",0.4697
"F16281",0.1253
"F61028",-1.4873
"F394",-0.864
"F56321",0.4069
"F50756",-0.6648
"F44793",0.2668
"F23352",0.1613
"F7826",0.1409
"F4367",-0.5102
"F61368",-0.6828
"F335",-0.4049
"F15508",0.2401
"F18906",0.0881
"F52410",0.3023
"F37165",-0.9457
"F6627",0.5528
"F56077",0.2846
"F58232",0.074
"F11538",0.1081
"F6839",0.7484
"F30113",-0.9812
"F2269",0.3486
"F31000",-0.0774
"F19685",0.3888
"F7972",0.308
"F58115",-0.3515
"F5392",0.7431
"F2696",-0.3836
"F49629",-0.2096
"F27283",0.6293
"F29869",0.759
"F10649",-0.4403
"F59553",0.3255
"F6326",0.5841
"F17311",-0.7094
"F41297",0.7516
"F64241",-0.4876
"F8019",-0.4504
"F35380",-0.4974
"F22489",-0.9869
"F64163",-0.2846
"F525",-1.1462
"F58985",0.4168
"F29497",-1.1772
"F44479",-0.1147
"F38110",-0.4886
"F22533",-1.4625
"F55996",0.4733
"F24758",0.2015
"F25993",0.3393
"F19440",-0.6418
"F65451",-0.8742
"F28829",0.5755
"F53271",-1.4368
"F56640",-0.6033
"F26323",-0.527
"F50440",-0.8894
"F17356",0.2668
"F10293",-0.4943
"F30288",0.8452
"F50799",-0.5682
"F54716",-0.3556
"F48674",-0.0921
"F19413",0.3547
"F58992",-0.8494
"F42648",-0.769
"F5724",0.0536
"F6605",0.2499
"F8748",-0.2382
"F13517",-1.0774
"F5451",-0.4593
"F60725",0.4725
"F13989",-1.1281
"F48951",-0.2199
"F1695",0.6957
"F8289",0.4186
"F19593",0.8567
"F5162",1.2225
"F58031",1.2306
"F7803",0.1668
"F34571",-0.5497
"F17479",-0.5058
"F31904",0.6186
"F7381",1.6145
"F6443",0.0916
"F42471",-0.2179
"F2836",-0.6001
"F54031",-0.3927
"F32112",0.4067
"F38508",-0.4276
"F30792",0.35
"F55241",-0.1876
"F58360",-0.4753
"F14790",0.8868
"F1576",0.7434
"F32441",-1.5841
"F61578",1.0574
"F10990",-0.5467
"F6319",-0.4067
"F37695",-1.1524
"F34508",-0.4171
"F45251",-0.196
"F50297",-0.3654
"F64858",0.6269
"F1651",0.7135
"F48370",-0.3103
"F44858",0.66
"F19878",-1.7562
"F5939",0.3306
"F33115",-0.3097
"F30757",-0.3872
"F20539",0.6551
"F18467",0.0603
"F25584",-0.6341
"F12414",0.4649
"F58373",-0.814
"F4457",-0.3622
"F4595",0.3794
"F56075",0.2744
"F169",-0.546
"F20196",0.1071
"F50532",-0.5306
"F24534",-1.213
"F8057",-0.5363
"F35784",-2.1916
"F19098",-0.8353
"F19995",-1.0361
"F25835",-1.5837
"F23590",-0.867
"F17096",-0.2222
"F53665",0.1925
"F40022",-0.2131
"F52566",-0.7366
"F627",-1.021
"F62783",0.5611
"F45139",-0.2772
"F33581",-1.2427
"F7146",1.7473
"F1812",-0.753
"F21770",-1.7128
"F22053",0.4558
"F31551",-0.253
"F42946",-0.5997
"F53681",-0.3342
"F38426",-0.5691
"F5235",-0.2902
"F6349",0.4478
"F49194",-0.2375
"F56436",-0.9567
"F49411",1.1509
"F38629",-0.8288
"F5091",-0.2757
"F10259",-1.1663
"F13949",0.6792
"F38815",0.1217
"F43836",-0.547
"F62752",0.676
"F19236",-0.4117
"F35992",-1.2992
"F48509",-1.0143
"F63614",-0.4191
"F65170",-0.2772
"F60776",0.6087
"F45494",-0.9666
"F27800",0.6261
"F22890",-0.3054
"F8129",-0.7689
"F5918",-0.4317
"F42733",-0.1053
"F7367",-0.8573
"F49800",-1.0509
"F11250",0.1612
"F66576",-0.8668
"F7994",-0.491
"F52717",-0.2128
"F18527",0.8452
"F52575",0.153
"F35363",-0.7196
"F21653",-1.4159
"F1853",0.615
"F30955",-0.7627
"F55814",0.1894
"F57909",0.8078
"F32584",1.0535
"F58683",-0.5417
"F52637",-0.7652
"F38187",-0.9973
"F55597",-1.1544
"F56115",0.5654
"F61324",0.5331
"F4613",0.0674
"F28088",0.4692
"F10900",-0.5104
"F49990",-0.827
"F64683",-0.7662
"F43940",-0.2027
"F26786",-0.9275
"F59467",-1.5981
"F8257",-0.2755
"F48610",-0.3512
"F27730",-0.5319
"F6776",0.6537
"F3433",-0.6554
"F59323",0.837
"F6378",-0.5161
"F8907",0.0778
"F21366",0.9799
"F16917",0.3306
"F11083",0.2931
"F26087",-0.2932
"F48219",0.3549
"F47503",0.472
"F55719",-0.3384
"F49886",-0.3176
"F33258",-0.4253
"F33920",0.1298
"F27045",0.3054
"F65530",-0.6097
"F24119",0.4936
"F1873",-0.5825
"F30475",0.1062
"F51799",-0.3298
"F67207",-0.4247
"F5946",-0.8565
"F49075",0.5948
"F52082",-0.177
"F3304",0.1994
"F30521",-0.5665
"F27049",-1.1771
"F6252",0.327
"F9084",-0.7028
"F23990",0.6882
"F44825",-0.0736
"F23964",-1.2793
"F9725",-0.9069
"F44421",-0.738
"F61443",1.0674
"F50743",0.2405
"F17883",-0.6363
"F12821",-0.6988
"F9234",-0.301
"F10463",-0.0355
"F21005",0.2972
"F53871",-0.8359
"F36831",0.5574
"F33376",-0.1818
"F17053",-0.3577
"F19",0.1941
"F14077",-1.2802
"F661",-0.1929
"F9089",-0.4953
"F56420",-0.1427
"F51586",-0.2932
"F31316",-0.2106
"F5374",-0.5613
"F5712",0.4893
"F65788",-0.5063
"F38291",-0.1123
"F62933",-0.5656
"F5269",-0.4751
"F53911",-0.2932
"F46872",-0.6519
"F62022",-0.2344
"F13845",-1.6259
"F7170",-0.4646
"F42127",-0.7707
"F7228",-0.4215
"F4710",-0.2319
"F21037",-1.2441
"F31053",-1.5423
"F4016",-0.7725
"F34273",0.5191
"F12110",1.0836
"F52268",0.5952
"F59016",0.471
"F3567",0.2568
"F46554",0.1915
"F58720",1.2701
"F29227",1.2182
"F38827",-0.2277
"F53428",-0.4606
"F24151",0.5803
"F39052",-0.492
"F53857",0.5707
"F1196",-0.244
"F26939",-0.8268
"F59356",0.4785
"F50275",0.1611
"F61935",0.2564
"F11575",0.2116
"F32147",0.3787
"F4490",-0.2533
"F53269",0.2224
"F19146",0.7048
"F19273",-0.441
"F57385",-0.3174
"F15944",-1.0229
"F52884",-1.4416
"F373",-0.3148
"F6849",-0.2676
"F36209",-0.4312
"F10459",1.1362
"F22732",0.4399
"F50015",0.4335
"F33224",0.7101
"F18832",-0.6042
"F45309",-0.2605
"F58053",0.2389
"F18269",-0.7941
"F30915",-0.3942
"F33357",-0.7913
"F4622",-0.5027
"F13810",-0.4544
"F43986",-0.3028
"F56792",0.4093
"F32382",0.5969
"F25353",-0.2025
"F31187",0.432
"F13868",-1.2459
"F14708",-0.3054
"F52132",-0.2253
"F58454",0.3206
"F58637",-1.1674
"F11832",-0.1182
"F9450",-0.1488
"F48062",0.1089
"F32019",-0.0665
"F6375",-0.6211
"F19421",0.4562
"F43581",0.8021
"F30050",-1.0614
"F61049",1.199
"F27689",1.1486
"F56066",0.101
"F26569",-0.6098
"F25643",0.4975
"F29479",0.4165
"F6330",-1.1381
"F55378",0.3062
"F35100",-0.724
"F43138",-0.7482
"F9960",-1.338
"F2311",-1.0302
"F8470",0.4832
"F35516",-0.8979
"F56688",0.6592
"F32164",-0.3872
"F23258",-0.3079
"F53758",-1.0847
"F42317",0.6154
"F24279",-0.8515
"F59283",-1.0483
"F49295",-0.5697
"F5630",-0.9929
"F3958",-0.3051
"F28005",0.1238
"F12721",-0.5604
"F52103",-0.0255
"F21958",-0.8621
"F52422",0.2055
"F9564",-0.6805
"F2590",-0.3677
"F9701",-0.1541
"F10094",0.2962
"F6205",0.2489
"F50252",0.4679
"F53363",-0.262
"F53393",-0.1227
"F55570",0.3938
"F29067",-1.0939
"F49951",0.3303
"F26431",-1.1858
"F37699",0.7301
"F8311",0.4909
"F66386",-1.295
"F49301",0.7327
"F65249",-1.2033
"F56571",0.3589
"F53997",-0.7947
"F58970",0.7459
"F50676",-0.3487
"F65824",1.291
"F33668",0.249
"F30413",0.404
"F29451",-0.5815
"F10323",0.1633
"F17733",0.7277
"F18380",-0.8105
"F45304",-0.7192
"F65360",-0.9135
"F44556",-0.7102
"F20411",0.0748
"F32753",1.2966
"F9425",0.239
"F56864",-0.4105
"F2499",0.2326
"F49883",-0.2084
"F18840",0.088
"F54075",-0.9199
"F57310",-0.2162
"F6852",-0.5358
"F23448",0.9437
"F32740",1.224
"F44495",-0.2406
"F33972",-0.6122
"F50096",0.3155
"F22340",-0.3324
"F48858",0.3004
"F58127",0.7516
"F6527",0.248
"F20822",0.1894
"F22844",-0.8621
"F38247",-0.4524
"F25792",0.1165
"F47988",0.1384
"F2722",-0.1329
"F56903",-0.1616
"F8860",-0.2734
"F34022",-0.7196
"F38364",-0.2782
"F30324",0.3633
"F11317",-1.3903
"F26017",-1.4511
"F49844",-0.2909
"F27971",-0.64
"F21635",0.3936
"F32070",-0.226
"F35449",0.3699
"F35776",0.242
"F11736",-0.7408
"F59534",0.4444
"F30612",-1.306
"F30752",0.7928
"F11424",-0.0732
"F37895",1.2561
"F412",0.369
"F16843",0.1426
"F15818",-1.5141
"F16865",-0.636
"F52466",-0.274
"F50950",-0.0758
"F7134",-0.1797
"F2052",-0.4864
"F30074",0.369
"F53936",-0.3851
"F2583",0.8715
"F27951",-0.7777
"F56974",0.4461
"F10695",-1.3393
"F15589",-1.2505
"F30568",-0.5654
"F51098",-0.0236
"F11175",-0.6671
"F6",0.1575
"F23487",-0.677
"F3477",0.3732
"F49438",-0.352
"F55607",0.2912
"F50056",0.7501
"F29893",-0.9468
"F60373",0.8395
"F61997",-0.2346
"F44428",0.6363
"F15774",0.1149
"F36602",0.4764
"F8902",0.4059
"F57218",-0.2185
"F50026",-0.1598
"F35060",0.145
"F42767",-1.836
"F47512",-0.219
"F59439",1.1345
"F57502",-0.2376
"F34265",0.452
"F45666",0.1217
"F10291",0.99
"F49606",0.8017
"F53520",0.4533
"F34095",-0.0314
"F14012",0.1005
"F62299",0.7212
"F48972",0.3204
"F25518",-0.4636
"F3612",-0.7741
"F10485",0.3836
"F36792",-0.2862
"F25041",-1.2881
"F5898",0.0884
"F14847",-0.5984
"F4529",0.3447
"F3252",0.0182
"F20273",-0.4359
"F65306",0.7036
"F9022",-0.2125
"F47404",0.6706
"F47241",-0.2474
"F67004",0.7634
"F30275",-0.5759
"F4705",-0.0597
"F60902",1.3244
"F6041",-0.2711
"F37543",-0.2569
"F53752",-0.2253
"F57451",-0.6612
"F17949",-0.5882
"F2433",-0.0558
"F7288",0.4071
"F5698",0.4738
"F30276",-0.9351
"F9916",-0.4049
"F50638",-0.7987
"F20616",-0.0016
"F31708",0.1728
"F50363",0.0801
"F46542",-0.2836
"F56461",-0.5995
"F32315",0.4104
"F9278",0.4157
"F6716",0.1536
"F4261",0.5149
"F55071",-0.9289
"F5409",-0.5584
"F60934",-1.6649
"F58914",0.2578
"F17237",-0.7989
"F7867",-0.0819
"F1119",0.2352
"F15365",-0.9161
"F34533",0.5253
"F54688",0.1778
"F10047",-0.5471
"F7544",0.5145
"F54530",-1.207
"F16788",0.0617
"F50472",0.3427
"F53030",-0.2141
"F26555",0.466
"F4378",-0.6944
"F44957",0.2648
"F55866",0.5159
"F57534",0.4638
"F62065",1.1274
"F38476",0.8999
"F5828",0.8978
"F57166",-0.7408
"F15894",-0.9181
"F70",0.7927
"F18593",-0.2274
"F56421",-0.7307
"F49739",-0.334
"F30049",-0.5077
"F19288",-0.7977
"F30402",1.1121
"F6483",-0.5987
"F57115",1.2848
"F17885",-1.0264
"F15141",-1.8034
"F62448",0.435
"F48023",0.4464
"F5141",-0.2901
"F6568",0.7267
"F28945",0.024
"F8737",0.3151
"F35045",-1.1732
"F28208",-0.7226
"F46305",-0.198
"F3002",-0.4163
"F57995",0.2655
"F38922",1.2441
"F23620",-0.2052
"F3841",-0.9178
"F48210",0.1907
"F20071",-0.6192
"F51136",1.4385
"F50581",1.156
"F6324",-0.3412
"F57484",-0.4707
"F58498",0.6605
"F25004",-0.2797
"F53441",0.3135
"F33276",0.4405
"F2421",0.3861
"F21689",-0.601
"F52556",-0.4011
"F3228",0.2465
"F56652",0.4745
"F3193",0.0343
"F9069",0.4267
"F55534",0.5035
"F8898",-0.6695
"F38408",-0.2593
"F3152",0.2007
"F12850",0.5888
"F4036",0.8633
"F65503",-0.5056
"F49856",-0.5472
"F7188",-0.2425
"F19576",-0.2281
"F46868",0.1889
"F58639",0.7184
"F61404",0.3848
"F30483",0.8617
"F30360",0.2091
"F53345",1.3247
"F32159",0.3334
"F29897",0.2472
"F2781",0.7089
"F51037",-0.1344
"F47617",-0.2101
"F5532",1.2827
"F38519",0.2283
"F49788",-0.3569
"F18096",0.1298
"F49051",-0.2396
"F36479",1.2149
"F27286",0.4383
"F4761",0.3701
"F46856",0.0248
"F30638",0.539
"F19510",0.3919
"F49945",-0.3017
"F25357",-0.9136
"F5317",0.9163
"F8866",-0.7367
"F55208",-1.2992
"F2993",-0.0898
"F33019",-0.4281
"F39922",-0.2425
"F21443",1.0653
"F4996",0.0376
"F19233",0.2238
"F36285",-0.3223
"F1289",-0.7527
"F54915",-0.4309
"F50877",-0.4686
"F61129",0.5229
"F9144",-0.6211
"F39387",-0.6287
"F16710",0.1294
"F23894",0.4063
"F45745",-0.097
"F50212",0.0686
"F58314",-0.3861
"F2463",-0.4144
"F55611",-0.3622
"F25254",0.7807
"F11274",0.0444
"F44690",-0.0308
"F20137",-0.4975
"F29010",0.8942
"F48582",1.5646
"F13892",-0.3926
"F48323",-0.3796
"F64541",0.1917
"F43474",-0.2801
"F17960",-1.2433
"F22000",-0.9736
"F56170",1.1108
"F62642",1.3321
"F55053",-0.3763
"F60424",1.5312
"F21010",-0.7582
"F7251",-1.2391
"F11086",0.7928
"F14979",-1.1357
"F66041",0.2221
"F8320",-0.6708
"F24986",0.1138
"F8657",0.113
"F6364",0.1234
"F32339",-0.0179
"F44329",-1.1405
"F60704",0.1269
"F32972",-0.0487
"F58230",0.7052
"F65446",-0.7111
"F42958",-0.5065
"F6587",0.4549
"F62113",-0.5278
"F54851",-0.6029
"F43379",-1.2102
"F10947",0.2967
"F10952",0.2713
"F10104",-0.2237
"F53321",0.2427
"F30368",-0.3556
"F62978",-1.343
"F20545",-1.0817
"F19864",0.8396
"F21940",0.8924
"F11150",0.177
"F49778",-0.5166
"F58422",-0.2886
"F33361",-0.5476
"F61353",0.4918
"F20200",-0.3398
"F18747",-1.1869
"F63729",0.0134
"F31399",0.4237
"F60357",1.0101
"F48399",0.084
"F42837",-0.3557
"F39731",-1.5849
"F29484",-0.3321
"F4348",-0.4676
"F54254",0.3032
"F9097",-0.8343
"F46788",-0.7358
"F44773",0.6141
"F25771",0.4443
"F26208",0.2601
"F36042",-0.0827
"F45848",-0.165
"F63798",0.4073
"F9452",-0.4373
"F55875",0.2655
"F5777",-0.4354
"F8407",-1.4118
"F44488",-0.6162
"F4525",-0.2889
"F61226",-0.868
"F152",0.4808
"F43199",0.3367
"F53186",0.2754
"F29132",-0.5675
"F23968",-0.336
"F1308",0.2662
"F3537",-0.0658
"F13965",-0.5989
"F8394",-0.8861
"F34623",-0.1903
"F48417",0.5584
"F2618",0.2197
"F48628",0.2804
"F49242",-0.5319
"F49648",-0.5812
"F35705",-0.6423
"F29146",-0.6885
"F36529",0.9938
"F48957",0.2122
"F18531",-0.9225
"F55331",-0.72
"F58771",-0.1949
"F51011",0.3346
"F29699",-0.6412
"F46879",0.1698
