"","UC"
"F4467",-2.1977
"F51896",-1.9654
"F4863",-2.7006
"F23950",0.8305
"F37279",-3.4527
"F50372",-1.7991
"F21452",-1.5145
"F24016",-1.011
"F42256",2.4761
"F51774",-2.4312
"F39920",3.6224
"F25564",-3.7389
"F51944",-2.4134
"F13264",-2.9179
"F2527",3.9123
"F30707",2.1492
"F12967",-2.6277
"F11215",2.544
"F21844",-2.4624
"F33819",-3.0371
"F65434",1.7608
"F7710",0.6217
"F43877",-2.1721
"F1444",-3.3248
"F28495",-1.7142
"F59201",2.1315
"F2133",-2.0123
"F13768",-2.5882
"F27798",-2.6238
"F22296",-2.9772
"F349",-1.1601
"F16177",-4.9984
"F54209",-3.6985
"F10929",2.9326
"F11741",1.3849
"F31942",0.3542
"F60168",2.7726
"F12543",-1.6208
"F24296",2.2065
"F3061",-0.5229
"F46136",-1.3011
"F35062",0.7902
"F44922",-1.0457
"F31152",2.4498
"F8321",-0.8777
"F50856",-2.454
"F30212",1.5524
"F6202",-1.6086
"F16849",1.2369
"F62793",3.896
"F3242",-1.1944
"F51981",-2.83
"F50788",-1.313
"F22159",-4.3634
"F308",-0.9924
"F130",0.4716
"F48336",-1.9525
"F36628",-3.3022
"F52524",1.4731
"F10581",-2.4882
"F20208",-2.4666
"F30768",1.2301
"F50251",4.7667
"F45293",-1.8749
"F51113",-0.7496
"F2990",-3.141
"F23003",-2.9573
"F52060",-2.9659
"F6480",-2.1189
"F51442",-2.8387
"F22158",-2.3932
"F27830",-2.0403
"F8798",1.6743
"F3509",0.4673
"F867",-3.4809
"F662",-2.5666
"F45137",-1.651
"F6007",-2.2306
"F53760",-2.7531
"F8369",-0.8091
"F34199",-3.2931
"F292",-2.0705
"F3407",1.0869
"F16184",1.6943
"F19340",-2.6583
"F18699",-2.268
"F3726",-2.1656
"F1080",-2.7914
"F24858",-2.5082
"F47704",1.0717
"F9413",-0.4849
"F7769",-0.6048
"F1102",-3.7189
"F2936",-2.4453
"F16323",2.913
"F66693",1.6246
"F51309",-1.5822
"F12981",-2.689
"F2349",-1.6917
"F10306",-0.9333
"F5247",1.1313
"F9395",-2.5717
"F31770",2.3564
"F15614",-3.5232
"F8139",-1.1327
"F59677",3.593
"F55869",2.8691
"F63785",1.2669
"F41373",2.1058
"F3997",4.4968
"F25474",-1.7993
"F52580",-1.2937
"F4345",-0.6789
"F59154",2.2744
"F50740",-1.7777
"F1512",-3.1839
"F12761",1.1173
"F32060",-0.7715
"F44149",-1.1523
"F21816",2.9869
"F14260",1.7401
"F22886",-3.2316
"F33688",3.959
"F60393",0.9845
"F60091",-2.115
"F27086",-1.9646
"F8359",1.1034
"F24920",-2.4769
"F61220",2.2825
"F10839",-2.7164
"F45926",-3.0186
"F15629",1.5865
"F15935",1.4852
"F43622",-2.5983
"F7014",-1.5309
"F7985",-1.2295
"F10264",-0.964
"F29594",3.6566
"F3811",-2.8027
"F10168",-0.6293
"F21333",-2.6503
"F9320",-0.8815
"F51263",-4.0586
"F10912",-2.1704
"F16772",2.5372
"F11948",1.2416
"F15235",1.0119
"F10314",-1.4451
"F49655",-2.1061
"F50417",2.8382
"F33323",-1.886
"F63880",2.2265
"F20057",-2.318
"F45894",3.8447
"F9458",-1.0503
"F26978",-1.6651
"F53168",2.5543
"F47006",-5.8201
"F19062",-2.5547
"F54040",-2.1229
"F8805",0.6541
"F43450",-1.4881
"F5501",-0.9399
"F31993",0.3274
"F51788",1.7032
"F10535",-0.7904
"F12498",-1.8511
"F2014",-0.9337
"F12135",-2.5479
"F16438",-1.707
"F31841",0.3337
"F9453",-3.4822
"F26051",-2.8901
"F31798",0.5634
"F10426",-3.9104
"F7788",0.6941
"F20341",-1.8975
"F54728",2.8416
"F6154",3.8987
"F42428",-2.2796
"F52193",-2.8833
"F53488",0.5881
"F38275",-2.4106
"F95",0.5108
"F12392",0.7077
"F38673",-3.6873
"F2793",-1.8595
"F49100",-3.226
"F2558",0.5418
"F16841",0.4615
"F122",0.4111
"F50486",-1.9328
"F47211",-1.6218
"F8564",-1.095
"F61670",2.4062
"F52108",-0.656
"F14330",-2.4594
"F18129",-2.8667
"F5095",-2.2647
"F39378",-3.041
"F53937",-2.1277
"F39814",-1.765
"F10911",-2.8613
"F49893",-1.3286
"F51572",-1.3978
"F4530",4.497
"F60493",1.3311
"F29566",2.3986
"F9159",1.9786
"F11997",1.0393
"F2951",-1.3631
"F8008",-0.83
"F35498",3.167
"F54702",0.6122
"F51038",3.9044
"F31065",1.3907
"F60849",-3.7061
"F21491",-1.2459
"F21921",-2.0519
"F4726",1.3542
"F35075",1.2011
"F16358",-1.3273
"F1978",-2.1368
"F35935",-2.1238
"F11519",0.4316
"F25727",-2.6827
"F61323",1.7972
"F52141",-1.191
"F3406",-3.4229
"F34823",1.877
"F53744",-1.0919
"F34659",-2.0857
"F4252",-2.2809
"F11712",1.6395
"F42358",-3.5108
"F27193",-2.4471
"F42852",-1.1813
"F11396",0.752
"F24645",2.4271
"F7660",-2.9249
"F40779",-2.5422
"F51691",2.1424
"F20210",-2.2726
"F31046",1.4972
"F35081",-2.7094
"F46121",-2.6922
"F35269",-1.9049
"F536",-1.5723
"F8418",-1.3204
"F30389",-2.0057
"F58213",1.3834
"F59669",-3.434
"F42424",-1.6786
"F12020",1.4605
"F2861",1.209
"F46322",2.7412
"F46040",-3.4919
"F47894",-0.942
"F3606",0.8813
"F10747",-3.0908
"F38741",-1.5096
"F6635",-1.5649
"F48028",-1.1039
"F513",-0.6231
"F52633",-1.0928
"F28645",-1.2682
"F37680",-4.6618
"F9594",-3.3402
"F24086",2.9629
"F39665",-2.2517
"F52385",-1.3916
"F52297",-2.1923
"F10209",-0.6243
"F50055",-1.4793
"F58249",2.447
"F51281",-0.5871
"F62137",2.3326
"F36295",-3.452
"F5739",0.7191
"F29879",2.7877
"F9351",-2.399
"F12324",-2.8691
"F47880",-2.5934
"F9637",3.8609
"F39582",-2.1491
"F20974",2.6885
"F46726",-1.9196
"F1737",-1.8182
"F21320",-3.5203
"F31910",0.3558
"F39899",-2.9206
"F42882",-3.2294
"F50545",-2.6435
"F47327",1.1052
"F48438",0.7437
"F8694",-1.2767
"F58677",-2.6525
"F10387",1.9711
"F51380",-2.6371
"F51145",-3.0157
"F11995",1.0502
"F11983",0.9702
"F13173",1.6566
"F3751",-1.3518
"F64454",-1.0053
"F27827",-3.0363
"F6623",-0.8536
"F7407",-1.822
"F9719",-1.4785
"F6292",-2.5571
"F26559",-3.0923
"F8410",-3.3323
"F3889",0.5252
"F39400",-2.777
"F35960",-3.0553
"F8783",-0.7771
"F11605",1.3336
"F27826",-3.2629
"F16515",2.7516
"F39096",-0.8306
"F61998",3.2019
"F16484",0.8614
"F47313",-1.7985
"F31887",0.3449
"F16052",1.0851
"F7561",-1.3314
"F23474",-3.3998
"F8087",-1.007
"F1992",-0.5585
"F64976",-2.2529
"F31677",0.4302
"F24592",0.8436
"F3472",2.1989
"F39431",-1.6521
"F7420",-1.8903
"F1686",-1.1186
"F33460",-2.1254
"F15938",0.4872
"F11188",-1.4582
"F10125",-1.3896
"F5861",2.1135
"F28164",-2.3083
"F10973",-2.0778
"F45373",2.9267
"F27495",-2.457
"F40823",-1.9875
"F16488",-2.8179
"F51668",2.6845
"F9355",1.3391
"F30470",2.8741
"F12943",-1.955
"F47231",1.3773
"F52744",-1.0633
"F5837",-1.9988
"F11602",-2.2191
"F27229",-2.2579
"F13085",-1.9766
"F21926",-2.7394
"F32809",1.0693
"F52996",-1.1763
"F4012",-3.3728
"F116",0.4713
"F47691",-3.0465
"F9587",-2.297
"F5279",-3.4693
"F31839",0.3466
"F48281",-1.2982
"F58701",-2.593
"F12619",1.8407
"F29134",0.8211
"F61899",2.4665
"F2647",-3.5436
"F28701",-3.1897
"F28467",2.4836
"F38266",4.4161
"F43935",-1.1533
"F7469",2.5188
"F10865",-2.806
"F30550",1.2413
"F57962",2.9057
"F47451",-0.4828
"F53254",-2.1045
"F44438",-0.6483
"F50889",0.8283
"F8284",-1.1956
"F40511",-0.8361
"F57265",-1.4093
"F9498",-2.4915
"F2468",2.6621
"F3692",-0.6752
"F45719",2.6186
"F11355",-1.6175
"F10758",3.0409
"F48386",-3.9331
"F52786",-2.4
"F44910",-2.4854
"F65931",1.9029
"F2427",0.5002
"F53686",2.7159
"F9984",0.9604
"F36447",-2.5881
"F44416",-0.6077
"F53423",-1.746
"F33366",-1.35
"F38562",-0.6963
"F5709",-0.6482
"F1540",-2.3544
"F11391",0.3728
"F1280",-2.5364
"F61480",2.5813
"F10672",-2.2978
"F7840",-0.6208
"F16062",1.9749
"F47926",0.8295
"F52954",-1.8322
"F31693",1.3009
"F11814",0.6362
"F55813",3.3153
"F24571",-1.4554
"F31995",0.3269
"F44283",-2.0353
"F24883",-3.9253
"F44788",2.4763
"F17327",-2.1077
"F11164",-0.9818
"F45915",-2.562
"F2600",0.5242
"F19696",-1.4562
"F7688",-2.0733
"F10675",-1.8804
"F10350",3.1709
"F23332",-1.3881
"F36515",-1.4719
"F53165",-2.0425
"F21074",-2.4087
"F53365",2.5415
"F54866",1.0905
"F10558",-1.3345
"F39023",-1.4106
"F25310",1.659
"F38102",-2.9422
"F43238",2.6175
"F55304",0.9713
"F36946",-3.4424
"F108",0.4046
"F7973",-0.7159
"F33182",-1.3141
"F30442",0.9169
"F3042",0.8357
"F39524",-1.2262
"F47930",-3.0248
"F57398",-1.874
"F544",-1.4496
"F18632",-1.9197
"F51789",0.776
"F12067",1.0256
"F50221",-2.49
"F62884",2.3132
"F56052",1.3076
"F39053",-2.0935
"F42059",-1.3949
"F6751",0.5198
"F48415",-2.3691
"F17048",-1.558
"F29071",-1.5241
"F16185",0.951
"F21076",-2.2119
"F40136",1.0233
"F13567",-3.2215
"F24295",1.1035
"F43922",-1.6299
"F127",0.5638
"F22348",-1.3152
"F33315",-1.3092
"F9101",-1.418
"F52169",-0.9135
"F54637",-2.9029
"F8519",1.7908
"F37042",3.0134
"F6247",-2.0797
"F485",-0.5165
"F63193",2.9036
"F8053",1.7231
"F9104",0.7321
"F16532",2.2519
"F23481",-3.4337
"F50444",-0.7452
"F7789",-2.9579
"F20526",-3.075
"F32090",-0.9695
"F33349",-2.7743
"F8512",-0.7558
"F53312",-1.6113
"F7993",-2.6521
"F6479",-2.5127
"F43231",2.0597
"F23044",-3.1759
"F17246",-2.7829
"F27958",-2.5226
"F6402",2.1419
"F54388",-3.1108
"F23949",-2.3432
"F13015",-1.4857
"F47400",1.6777
"F54730",-0.5995
"F37182",-2.685
"F22048",-2.2312
"F8372",-4.0433
"F26426",-2.7252
"F31954",0.3407
"F52287",-1.1998
"F55185",-3.0915
"F9890",-2.8528
"F7525",-0.6815
"F51288",-4.0857
"F60320",1.1329
"F60061",1.3466
"F1513",-1.3043
"F44072",-1.8783
"F39867",-1.5585
"F34390",-2.1144
"F53974",-2.6658
"F3104",-2.5853
"F36357",-0.8092
"F45332",2.9153
"F1348",-0.8258
"F38406",-3.0289
"F42950",-2.6603
"F66396",1.7935
"F21120",-3.3921
"F22096",3.1769
"F2460",-1.5615
"F20907",0.6179
"F10237",-1.9811
"F9882",-2.7284
"F52617",-1.4326
"F4220",-0.9677
"F13866",-0.88
"F26670",-4.1974
"F47713",-1.8485
"F27214",-2.724
"F4407",-1.5095
"F19242",-1.5697
"F499",-1.394
"F5894",-0.8499
"F11210",-2.4058
"F40400",-2.8873
"F12630",-1.3085
"F8046",-1.067
"F12215",0.7753
"F9309",-1.4881
"F9659",-2.9209
"F38691",-2.428
"F51254",-0.5189
"F7733",-0.8446
"F9686",-2.1755
"F26278",1.3151
"F42373",4.2578
"F56347",2.9863
"F8534",-3.218
"F56251",-4.3491
"F46237",-1.0276
"F50430",-1.6311
"F20766",-3.2033
"F30795",1.4433
"F40816",-3.1695
"F33647",1.9185
"F30167",3.0836
"F8604",-1.6006
"F39791",-3.2497
"F8058",-0.7912
"F53754",-2.0833
"F32367",1.8767
"F33927",-3.6288
"F5387",-0.9705
"F20571",-2.8411
"F1746",-1.5271
"F53305",1.1881
"F42629",-2.5663
"F47686",-2.0603
"F53226",-1.2762
"F12639",0.8153
"F4354",-0.6924
"F42278",-2.3557
"F2396",-1.609
"F11861",0.9085
"F37061",-1.5865
"F23269",-2.3103
"F1081",-1.2237
"F42016",2.8339
"F28830",-1.7322
"F42036",-3.3918
"F9138",-3.9042
"F55081",2.2293
"F52761",-1.511
"F12170",-3.3335
"F8807",-0.7416
"F11631",-1.5216
"F29936",-3.145
"F46940",0.9821
"F50433",-3.2318
"F59757",3.0904
"F44987",-1.6643
"F57151",-0.7802
"F17809",-2.1883
"F32098",-0.8987
"F18900",-0.7749
"F8101",2.3645
"F47310",-1.7137
"F8877",-1.1421
"F38296",-3.729
"F4899",1.1964
"F13323",1.118
"F33390",-2.4909
"F14015",-2.686
"F41762",-2.4993
"F55790",-0.6651
"F31967",0.3287
"F24413",0.8057
"F1260",-2.5531
"F11260",-2.6067
"F51419",2.9056
"F51948",-1.7421
"F11994",0.9459
"F18105",-2.8946
"F63812",1.5934
"F9256",-0.8788
"F4024",-2.2401
"F21597",-3.1806
"F33367",-0.9066
"F3969",-1.9998
"F31930",0.3544
"F52628",2.9629
"F1877",1.2786
"F4697",1.0922
"F40399",-2.9422
"F8296",-0.9671
"F44009",-2.3865
"F52131",-2.4935
"F23707",-1.6176
"F622",-1.0958
"F13833",1.955
"F8416",-0.8898
"F1406",-2.3204
"F50126",-3.6218
"F23438",-2.0129
"F30148",1.9274
"F5212",-0.5694
"F54453",-4.4168
"F4550",-1.2258
"F20356",-2.3836
"F51246",-1.3798
"F3125",0.6982
"F47019",1.1654
"F4314",-1.5922
"F9705",-2.6435
"F15743",1.849
"F1510",2.9829
"F5762",0.6329
"F12430",2.1125
"F33379",-1.0979
"F22965",-2.4515
"F23178",-3.197
"F13221",-2.0743
"F49285",-1.5378
"F3735",0.9784
"F51960",3.9967
"F11048",-0.7142
"F19121",0.631
"F10625",-2.3147
"F12535",-1.6083
"F11387",1.4496
"F40520",-2.5636
"F40812",-1.3079
"F26704",-2.6971
"F80",-2.0344
"F36542",-2.6376
"F46936",1.478
"F12672",-1.8966
"F45958",-2.6931
"F12321",-1.6349
"F3471",0.5241
"F17955",-3.1172
"F31934",0.3295
"F42023",-1.7259
"F6985",0.6947
"F4070",1.3665
"F3205",-0.7314
"F50973",-0.4668
"F4978",-0.405
"F3374",-0.4696
"F3481",0.9232
"F42262",3.6769
"F46129",-2.28
"F6503",-3.7626
"F44692",-1.2098
"F10457",-1.8249
"F47847",-1.0063
"F38754",-0.6301
"F25453",-2.5555
"F44222",-1.2091
"F20800",-2.4045
"F9786",-1.4267
"F9954",-2.6367
"F40878",-3.069
"F24856",3.0441
"F7928",-2.1255
"F7521",-2.9793
"F10405",-1.8228
"F52085",-0.9402
"F51538",-0.6744
"F50826",1.6836
"F8468",-1.6533
"F31826",0.3479
"F9071",-0.8535
"F810",-3.2035
"F55085",-3.9068
"F51394",-2.9975
"F67",-0.4284
"F10597",-1.9505
"F39100",-3.0188
"F5540",3.4149
"F8817",-1.7397
"F31111",2.153
"F50243",-1.1114
"F11256",-2.2334
"F13302",2.7719
"F254",-1.2454
"F4752",3.5816
"F3393",0.7916
"F47593",-2.9826
"F19295",-1.2579
"F27479",-1.5664
"F2908",1.6788
"F36390",-1.1748
"F47214",1.1365
"F59586",1.782
"F34841",-1.8254
"F22425",2.4158
"F7922",-1.2827
"F17817",-2.259
"F43403",-2.5231
"F4976",-2.7232
"F28268",4.0238
"F62792",2.7447
"F28650",-2.572
"F59377",-1.329
"F51600",-1.3597
"F24848",2.0816
"F4454",-0.5378
"F29649",3.2395
"F8132",-1.0781
"F1386",-1.3731
"F51177",-2.9407
"F27421",2.6909
"F10774",-3.0513
"F5842",-0.5439
"F1209",-2.5449
"F21080",-3.3873
"F10613",-1.8234
"F19751",-1.7293
"F17137",-2.0693
"F121",0.4071
"F47381",-1.0513
"F63154",3.1326
"F23034",-1.7429
"F3305",-2.9036
"F4444",1.8938
"F48040",-0.5021
"F44906",-1.6891
"F9375",-1.1523
"F36798",-3.18
"F11506",0.4114
"F27329",-1.1928
"F40286",-1.7725
"F31899",0.4235
"F29460",-3.5921
"F11790",-3.9086
"F12915",-1.6684
"F26078",-2.2637
"F24268",3.6243
"F46028",-2.6934
"F47537",-0.8513
"F57335",-2.0294
"F10332",-1.0296
"F22220",-2.4303
"F2940",-2.0664
"F8279",-1.7388
"F10902",2.0139
"F6556",1.976
"F3964",-1.5837
"F35423",-1.1122
"F2663",0.4204
"F705",3.5937
"F6926",1.518
"F49224",-1.8821
"F11204",1.1583
"F63538",2.847
"F57560",-2.5177
"F51857",-2.7421
"F1546",1.6857
"F3878",-0.9138
"F6343",-2.3408
"F51890",-1.4076
"F54494",2.4058
"F9457",-2.5997
"F48683",-2.7642
"F105",0.4034
"F3389",0.6376
"F14274",-2.2201
"F8835",-1.3847
"F55773",0.8717
"F53067",-0.5944
"F2795",-2.4275
"F52705",-0.6972
"F27614",-2.9225
"F47885",-2.0559
"F31905",0.3357
"F25796",-3.1423
"F51075",-2.4062
"F51895",-0.5638
"F37738",-3.8582
"F48717",-1.2514
"F7484",-1.0181
"F6786",1.7361
"F32641",-2.2665
"F30493",3.1517
"F22282",-3.2305
"F27799",-2.4859
"F51148",-3.9912
"F11167",-2.7115
"F38452",-1.8971
"F11276",0.5039
"F50102",-0.8451
"F1022",-2.7442
"F31413",-3.1568
"F47620",-1.1671
"F3334",-1.0877
"F20674",2.0139
"F38858",-3.568
"F31221",0.9347
"F11918",1.784
"F47506",-1.2077
"F8089",-1.3012
"F17665",0.662
"F42035",-1.3955
"F43182",-2.6335
"F29852",0.7692
"F7626",-1.006
"F22018",-2.0631
"F10932",-3.1691
"F4321",0.5169
"F11502",-0.691
"F59128",-1.9217
"F17304",-1.6513
"F31821",0.3406
"F22685",-2.9361
"F3146",1.1003
"F13789",-2.6623
"F884",-2.8558
"F3056",-1.3273
"F5569",-2.6761
"F11216",-1.1017
"F60015",3.0684
"F10133",-1.1908
"F16013",1.2406
"F16189",1.6188
"F32105",-0.9435
"F18005",2.7438
"F58731",-2.9785
"F53882",-1.1587
"F34697",-1.0112
"F8643",-0.772
"F51848",-0.8139
"F2420",-1.4527
"F2461",-2.7004
"F9784",-3.7753
"F44508",-0.9564
"F33725",0.236
"F16677",1.685
"F23842",-2.3423
"F43454",-1.4051
"F10579",-1.7643
"F54955",0.6262
"F61533",2.3562
"F11670",0.4043
"F5401",-0.5934
"F56573",-1.4421
"F7011",0.6506
"F113",0.4076
"F4532",3.3975
"F913",1.1829
"F31939",0.3305
"F56166",-3.1601
"F8226",-2.2003
"F20308",-0.9626
"F36119",-2.3461
"F44128",-2.2327
"F50732",-0.3722
"F50163",-1.3049
"F50809",-1.7787
"F25402",2.0457
"F39886",-1.4368
"F49687",-2.4421
"F25022",0.6302
"F34362",-0.6906
"F8962",-2.9517
"F56671",-0.8578
"F26106",-3.3114
"F42555",-2.0853
"F8303",-1.9814
"F52191",-0.4794
"F50863",-0.8183
"F27451",-0.8611
"F49539",-4.7618
"F16000",2.3942
"F53806",-3.104
"F43832",-1.4841
"F9337",-1.6932
"F18581",0.3551
"F47353",-3.362
"F13926",-2.0008
"F27814",-3.1378
"F10855",-2.0738
"F51905",0.7539
"F12253",-2.3082
"F16715",2.4589
"F30234",3.244
"F23371",-2.9657
"F11360",-0.9222
"F21930",-1.9628
"F3600",1.7438
"F41909",-1.3505
"F52539",-1.2548
"F44568",-1.2483
"F11041",-1.5763
"F36794",-1.7098
"F13145",-3.2276
"F60115",1.7999
"F11011",-0.6834
"F9750",-0.8615
"F10940",1.4158
"F31819",-1.6173
"F13415",-2.5282
"F29873",0.3955
"F2698",0.6807
"F11013",-3.4592
"F13831",1.3753
"F39866",-1.4812
"F49921",-2.1321
"F59703",1.9904
"F13610",2.6566
"F9293",-1.564
"F22414",1.7936
"F30187",-1.3696
"F1355",-1.4322
"F2977",-4.1116
"F49779",-2.622
"F270",-0.9124
"F10697",-1.8911
"F6679",-1.9168
"F57190",-2.6179
"F3829",-2.8764
"F4914",-0.5693
"F44353",-2.7093
"F7603",-0.9433
"F50145",-0.8384
"F30308",2.5933
"F15965",-3.6695
"F2187",3.563
"F12269",-1.265
"F40070",-3.7193
"F50951",-2.5028
"F6125",-2.4513
"F56276",3.249
"F3291",-2.1414
"F10098",-1.9137
"F6658",-1.7284
"F30365",2.4109
"F47397",-2.9235
"F25726",1.3874
"F5869",-1.7459
"F11092",-2.6206
"F13142",-2.4032
"F56192",1.1986
"F22910",-2.0216
"F40667",-2.1373
"F3650",-1.5664
"F19153",-1.9891
"F53604",3.8193
"F5992",-0.9114
"F49017",-2.6196
"F46955",0.7305
"F52006",-0.874
"F53353",-1.4446
"F6958",1.1808
"F50238",0.6756
"F45988",-4.417
"F16317",0.8256
"F3177",-1.7455
"F51185",-1.2651
"F55828",3.2819
"F43732",-0.5914
"F9378",-0.9175
"F43532",-1.7392
"F12200",-1.7538
"F52279",-1.571
"F10416",3.7587
"F27803",-1.0308
"F36395",-0.7504
"F8879",-0.6265
"F45971",3.2138
"F23884",-1.9892
"F6353",-2.5872
"F28210",-3.6301
"F10795",-1.8487
"F6876",-3.0212
"F11706",-0.5268
"F28564",-3.0275
"F37012",-1.7945
"F19094",0.7614
"F53605",-3.1484
"F60867",1.6236
"F11941",1.4967
"F12316",-1.5314
"F48293",-1.9116
"F1535",2.1724
"F3716",0.4654
"F49313",-2.1631
"F22478",-1.4576
"F10437",-1.1148
"F10662",-2.3746
"F24989",0.4417
"F1649",-2.1257
"F8489",-2.0671
"F27361",0.5848
"F14749",-1.0337
"F3184",1.3129
"F45180",-1.3721
"F37191",2.3366
"F3686",0.445
"F9658",-1.8843
"F10707",2.4841
"F8299",-1.5821
"F3548",0.4558
"F27854",-3.8227
"F758",-1.6093
"F9578",-2.3208
"F23009",3.8931
"F34779",-2.7556
"F32486",-2.0792
"F58285",2.2801
"F17624",-1.4317
"F8654",-0.5787
"F12994",-1.7271
"F25652",-2.9358
"F27521",-3.348
"F25411",2.7143
"F56172",-2.6459
"F7218",-1.1612
"F42341",-2.0708
"F53469",2.5076
"F9582",1.1849
"F19148",0.4234
"F24934",-2.3438
"F52260",-0.3153
"F4004",0.4901
"F52071",-2.4017
"F4449",3.5733
"F4789",2.1844
"F46962",2.389
"F56205",-2.0853
"F51630",-1.679
"F3",-2.7285
"F7573",-2.355
"F55911",1.3931
"F1991",-1.2255
"F8282",-1.2834
"F19171",-1.869
"F40718",-2.8554
"F33532",-0.5489
"F11525",0.3721
"F49895",-1.7139
"F8262",3.3669
"F9344",0.7239
"F27061",-2.142
"F63240",-1.8262
"F8329",-1.4729
"F49026",-1.4651
"F57580",0.8788
"F7650",-1.3066
"F26161",-4.5523
"F50771",-1.3559
"F47555",-2.0764
"F16056",0.2899
"F5131",0.9497
"F31502",-3.2289
"F24177",-2.5465
"F18132",-1.8077
"F10195",-1.3712
"F24535",3.4994
"F51628",0.5639
"F41974",-2.7042
"F49710",-1.9539
"F56760",-1.5771
"F5702",-1.463
"F44547",-0.9631
"F38811",2.2547
"F22205",-1.1433
"F4158",-1.287
"F33174",-0.9072
"F2879",3.1704
"F32018",-2.1278
"F10124",-0.8415
"F20106",-2.1367
"F27271",-0.8451
"F29172",2.126
"F36809",2.6159
"F10132",-1.6374
"F7716",-0.6495
"F18466",-2.1634
"F34685",-2.5998
"F48324",-1.9737
"F16261",1.3092
"F44571",-1.5648
"F3573",-2.4306
"F15372",-2.8456
"F32575",-1.6161
"F27981",-1.5694
"F47952",-1.5861
"F9752",-0.8825
"F58561",1.1813
"F57086",2.8051
"F8373",0.4723
"F1885",-1.3322
"F23997",-1.0534
"F9166",-1.0741
"F49719",-2.4929
"F12600",-1.5681
"F3482",-1.2148
"F10316",-2.2158
"F28656",2.7532
"F502",-1.7503
"F47749",-1.7341
"F10603",-4.7062
"F2727",0.4698
"F21190",0.5674
"F4289",2.1182
"F47148",-2.1082
"F9929",-0.5193
"F43720",-1.2424
"F7925",-1.1014
"F11702",0.9671
"F41514",-2.821
"F6152",-1.7833
"F53660",-0.772
"F11485",1.4586
"F5743",-0.5506
"F31624",0.288
"F5582",-1.951
"F606",-1.242
"F3565",0.4525
"F25896",-2.2558
"F35273",-1.6801
"F55894",1.9358
"F32932",-2.1519
"F51187",-1.7803
"F16540",3.558
"F11128",0.6092
"F26492",-2.089
"F23331",-1.3491
"F60043",1.3376
"F42184",-1.9922
"F44410",-0.7988
"F17154",-1.306
"F52981",-1.8499
"F47010",0.8751
"F1204",-2.4295
"F2313",1.0126
"F9372",0.6742
"F7877",-3.7353
"F63236",3.2042
"F38219",-2.2968
"F18022",-3.289
"F24178",-0.9368
"F26490",-2.1461
"F10417",-2.1151
"F7498",-2.7908
"F12536",-1.3082
"F28724",-1.3715
"F54025",-2.3627
"F12809",-1.4327
"F24547",-2.2606
"F9623",-0.6306
"F1735",-1.8416
"F11723",1.4152
"F31117",0.3536
"F16610",-1.3698
"F37071",0.6923
"F11341",-1.8022
"F20040",-1.9814
"F217",-1.8758
"F18000",2.9921
"F62667",1.0361
"F2037",-1.7868
"F11222",0.731
"F12640",0.9403
"F26032",-1.9274
"F8936",-1.9512
"F47710",-3.1407
"F53956",2.171
"F36527",-1.5105
"F3299",0.6671
"F9511",-3.2296
"F10829",-2.8516
"F8934",-0.743
"F16922",-3.1011
"F34898",-3.4602
"F422",2.6961
"F3730",-2.771
"F9775",-2.5646
"F13897",2.105
"F43529",2.6227
"F53658",3.2755
"F56001",2.168
"F30240",2.4259
"F4539",-0.7513
"F17720",0.8939
"F22477",-2.531
"F177",-3.0284
"F25373",1.6846
"F1476",2.8951
"F20528",-3.1643
"F45582",-2.5293
"F51759",-1.4314
"F53921",-1.177
"F12083",0.2902
"F3572",-1.4583
"F39769",-2.7433
"F14278",-2.1975
"F25090",-0.6464
"F50078",-3.3571
"F20216",-2.4533
"F34680",3.3086
"F13543",-2.9471
"F12136",-2.3695
"F32700",1.4677
"F4831",2.842
"F25351",-1.3117
"F10977",2.4097
"F42694",-2.7283
"F17017",0.4859
"F38633",-2.0273
"F9241",1.3292
"F26600",-2.3573
"F36793",-2.9892
"F9306",-0.3902
"F13767",1.2725
"F49273",-2.0642
"F8500",-1.5381
"F32796",-0.8585
"F61399",3.0577
"F30853",-2.1711
"F29854",2.1697
"F48007",-2.0702
"F49330",-1.6386
"F63980",2.3026
"F22748",0.7382
"F57153",-2.3739
"F12551",0.9017
"F42697",-2.187
"F31729",-2.5118
"F4669",-0.7637
"F4642",2.698
"F4069",1.9967
"F53917",0.6081
"F93",0.3718
"F38849",-2.3709
"F34028",-2.9372
"F45648",3.1888
"F56747",-2.3928
"F46017",-3.006
"F21251",-1.9874
"F11779",0.454
"F48747",3.8488
"F44500",-1.6191
"F3300",0.9039
"F27906",-3.5152
"F11230",-2.3752
"F54066",-1.3996
"F6175",-1.4265
"F9124",-2.9378
"F45592",-0.4451
"F13276",-2.4592
"F48032",-2.7624
"F5384",-0.5436
"F54897",1.5903
"F47308",-3.2306
"F2458",-1.5061
"F22998",1.9117
"F32826",-2.8554
"F11664",-0.6157
"F18214",-2.7335
"F11742",0.4227
"F19632",-2.9235
"F3731",0.4485
"F31567",1.0635
"F44083",-2.413
"F22972",-1.5981
"F40661",-2.8721
"F4175",-1.7617
"F11830",0.6687
"F3068",-1.5961
"F52587",-0.7698
"F11590",0.9215
"F8182",-1.1242
"F44147",0.8998
"F26158",2.1784
"F12759",-1.1624
"F3774",-1.8626
"F50063",-0.8572
"F25965",-2.1621
"F5021",0.9032
"F54685",0.6984
"F23471",-3.3153
"F29247",-2.4043
"F33806",-3.1155
