"","CD.dys"
"F35365",1.3616
"F22407",1.1489
"F29714",-0.288
"F11740",-0.1288
"F6527",0.4118
"F31715",1.8499
"F46519",-0.2357
"F31358",-0.3162
"F43362",-0.1072
"F53194",-0.3352
"F51875",0.1601
"F57971",1.001
"F58562",0.7723
"F7604",0.099
"F53446",-0.8127
"F10782",0.0357
"F25527",0.1114
"F56501",-0.271
"F25187",-0.5255
"F38596",0.7398
"F42182",0.1491
"F49351",0.4619
"F1189",-0.3006
"F32140",-0.315
"F43914",0.603
"F1588",0.0881
"F24202",-0.2375
"F57527",-0.0257
"F12536",-0.7019
"F38368",-1.7482
"F31830",-1.7746
"F52431",0.1728
"F43534",0.2261
"F29508",0.2361
"F43311",-9e-04
"F56627",0.6911
"F59053",0.6182
"F32573",0.0421
"F13414",1.2916
"F9747",-0.0104
"F47589",0.1703
"F47539",0.6993
"F29521",-0.4786
"F34325",-0.2416
"F4339",-0.6476
"F13708",0.8029
"F38189",0.2702
"F53743",0.1012
"F18951",-0.7428
"F37258",0.9722
"F59390",-0.2088
"F41575",1.4998
"F1212",-0.5085
"F63554",-0.7279
"F27801",-0.0661
"F31785",-0.672
"F57786",0.1116
"F47489",-0.5086
"F2499",-0.1776
"F43771",0.1069
"F11548",-0.4984
"F34572",-0.4325
"F35259",-0.2675
"F63109",-0.3042
"F47481",-0.0987
"F10463",0.8487
"F34080",0.4517
"F52606",0.0676
"F15678",-0.2776
"F51244",0.0743
"F7696",2.1048
"F28076",-0.1212
"F10146",0.3674
"F36820",0.9892
"F30060",-0.2845
"F12030",-0.2406
"F60863",-0.129
"F53342",0.4034
"F56331",-0.3106
"F41190",0.41
"F43739",0.51
"F41683",0.1144
"F43798",0.8094
"F49586",-0.7331
"F7016",0.003
"F774",0.3306
"F49303",-1.7604
"F2741",-0.8427
"F10459",-1.3919
"F6138",-0.6935
"F56575",0.321
"F56120",1.6262
"F15750",-0.3236
"F50741",-1.3017
"F53065",-0.7151
"F47852",0.3175
"F48918",0.2713
"F58250",0.0766
"F48451",-0.4329
"F28161",-1.0062
"F11645",-0.0023
"F42616",3.0359
"F59777",-0.1556
"F5091",-0.4254
"F27780",0.0813
"F45286",-0.6253
"F34551",1.5903
"F4886",-1.4395
"F39142",0.0982
"F49448",-0.0069
"F58778",0.2887
"F52577",-0.5483
"F8051",0.3634
"F27207",-0.1093
"F62009",0.7109
"F56847",-1.7586
"F1395",0.4139
"F49739",-1.2298
"F30791",0.2189
"F32082",0.0787
"F31114",0.0054
"F1379",0.1164
"F11433",-0.0171
"F43793",-0.37
"F6537",1.037
"F30685",-0.2538
"F42912",-1.4005
"F51672",-0.7029
"F36823",0.2456
"F8354",0.5087
"F2056",0.2223
"F2419",1.3298
"F47334",0.1234
"F10780",3.2599
"F45180",-1.2931
"F18850",0.2869
"F17658",-0.0399
"F7467",1.1416
"F9607",-0.1452
"F48101",-0.8362
"F51074",-0.0505
"F51761",-0.7579
"F47818",0.1215
"F6760",0.2015
"F11490",0.0088
"F24914",0.0865
"F53913",0.1986
"F65903",-0.2464
"F29258",0.1971
"F2563",-0.4573
"F31014",0.88
"F54929",-0.292
"F741",-0.8041
"F347",-0.0838
"F26454",-0.4737
"F52162",-0.0693
"F54429",0.5001
"F27642",0.2372
"F4264",-0.4914
"F37008",0.0542
"F4769",1.0999
"F24008",0.1028
"F4009",0.1986
"F56591",-0.4945
"F9944",0.3816
"F6828",0.4588
"F27246",0.8857
"F22371",0.3879
"F67026",0.1219
"F8782",0.1153
"F13921",0.379
"F30150",-0.0037
"F51336",-0.2941
"F14032",0.6337
"F5801",2.0882
"F2468",-0.2194
"F5280",-1.3571
"F10054",0.0537
"F38787",0.7739
"F2458",0.8647
"F48419",-0.0349
"F29205",0.2342
"F54965",0.3071
"F17428",0.3572
"F11686",-0.9522
"F52052",-0.8595
"F58013",-0.637
"F41605",0.9806
"F8284",-0.3134
"F25879",-0.8883
"F30761",0.7638
"F58325",-0.9898
"F42816",-0.4531
"F11977",-0.3686
"F32452",-0.62
"F38182",0.2665
"F48064",-0.421
"F26002",1.2746
"F51491",-0.9276
"F58096",0.2581
"F49548",-2.0704
"F56620",1.0059
"F51712",0.5123
"F11908",0.3849
"F24933",0.0343
"F30616",0.0059
"F9063",1.1032
"F15891",-0.0458
"F59515",0.0017
"F203",0.1466
"F55885",-0.372
"F52823",0.0978
"F61094",0.3685
"F43143",1.1361
"F1219",-0.5521
"F31011",0.0619
"F8325",0.0242
"F53679",0.1223
"F26578",0.4661
"F52182",0.0704
"F58386",-0.7102
"F28859",-0.1319
"F41386",-0.1377
"F2647",-2.6389
"F16871",0.1114
"F6131",0.4945
"F47174",-0.3402
"F29890",0.3355
"F53733",0.0791
"F16862",0.2298
"F25707",0.3926
"F64831",-0.2803
"F1765",1.1374
"F26642",0.4868
"F64776",-0.0807
"F52041",-1.2266
"F52863",-0.1402
"F56174",-0.799
"F57974",0.8386
"F31350",0.4719
"F43253",-0.3311
"F15538",1.2059
"F34429",-0.5522
"F48385",-0.1412
"F492",-1.1228
"F33666",-0.7192
"F9447",0.0249
"F41807",-1.8766
"F27824",-0.595
"F33805",0.3439
"F53611",-0.0408
"F4237",1.8793
"F8566",-0.4025
"F514",-0.9233
"F58244",-0.2556
"F58340",0.379
"F28586",1.3215
"F4075",-0.6827
"F40717",0.6128
"F29118",0.6686
"F53694",0.0857
"F57545",-0.8624
"F23109",0.0208
"F7922",-0.4095
"F5566",0.6224
"F8674",-0.6099
"F56087",-0.3773
"F5652",0.6989
"F31657",-0.3256
"F56336",0.7662
"F62226",0.8505
"F66287",1.3395
"F57996",0.7392
"F19644",0.0858
"F29308",-0.0696
"F914",-0.2795
"F3767",0.1034
"F4252",-0.3639
"F60968",-0.0632
"F47106",-0.2758
"F49988",-0.7011
"F10156",0.0365
"F17252",0.4564
"F50792",-0.9162
"F53408",0.6701
"F16352",0.6853
"F21895",-0.1388
"F63980",1.0921
"F45633",0.2106
"F3663",-0.4708
"F11732",-0.4229
"F22483",0.0229
"F53018",-0.447
"F15372",-0.6234
"F5253",0.2784
"F49887",-0.5879
"F23645",0.4655
"F37914",0.7684
"F2819",0.1057
"F60114",0.2545
"F12969",0.7863
"F48200",-0.0125
"F49592",-0.9201
"F30780",-0.6987
"F55330",-0.7848
"F12169",-0.784
"F49865",-1.3931
"F31665",-0.4334
"F21599",0.1316
"F3891",0.0028
"F7543",0.8156
"F56214",-0.8931
"F57245",0.4575
"F57302",-0.8453
"F9792",0.0339
"F648",0.4752
"F374",0.2721
"F52358",-0.1263
"F63058",-0.4955
"F27511",0.5394
"F49403",-0.8554
"F23722",0.1144
"F28380",0.3242
"F3453",0.4721
"F33508",-0.7917
"F1466",0.6959
"F7353",-0.3565
"F52137",-0.2374
"F59285",0.3602
"F26038",-0.0504
"F59369",0.727
"F57094",0.1751
"F55025",0.8037
"F31106",-0.4357
"F7163",-0.0943
"F28589",-0.0783
"F63285",-0.2309
"F59142",-0.4534
"F8550",-0.216
"F46981",0.7473
"F2599",-1.5511
"F55267",0.2308
"F3237",-0.3701
"F26851",-0.5909
"F47500",0.2995
"F17351",-0.4116
"F52391",-0.556
"F63526",0.7933
"F62829",0.8227
"F28252",-0.8189
"F28263",0.8266
"F38209",0.2587
"F47829",-0.4549
"F52138",-1.9746
"F33268",0.8674
"F47726",-0.0041
"F61661",0.5746
"F65571",-0.8479
"F63802",0.1701
"F42610",0.1986
"F48258",0.043
"F48459",0.2276
"F60158",1.5942
"F7842",-0.0704
"F17443",0.4404
"F42220",0.087
"F17670",-0.1788
"F3639",0.611
"F5714",2.2249
"F23116",1.8388
"F409",0.6194
"F13035",1.0986
"F21730",-0.0146
"F35288",-0.2608
"F43050",-1.5732
"F16498",0.3399
"F1471",0.2027
"F43060",1.3507
"F51240",0.81
"F4055",-0.1262
"F44533",2.9161
"F2813",-0.1207
"F6177",-0.1498
"F48604",-0.6774
"F54917",-0.6852
"F8689",-0.3718
"F20897",-0.5436
"F46849",0.6629
"F27190",1.0992
"F13210",-1.4232
"F17836",0.9888
"F31301",-0.3095
"F10359",1.4993
"F41678",0.3882
"F57342",-0.252
"F62459",1.1271
"F49993",-1.0471
"F6153",0.1073
"F50355",-0.2933
"F64539",-0.8324
"F17320",0.2276
"F27489",-0.4947
"F51356",0.2522
"F3272",-0.8661
"F603",-0.293
"F64125",1.9281
"F52329",-0.0919
"F62563",0.9105
"F6280",-1.1666
"F64204",0.0705
"F46055",-2.4669
"F11626",-0.4418
"F2670",0.9846
"F17384",0.3273
"F49050",-0.5271
"F53143",-1.1208
"F24102",-0.7678
"F10949",1.2957
"F29469",1.0099
"F32780",0.2149
"F1562",-0.0293
"F4056",-0.3856
"F7381",-0.3738
"F46938",-0.1015
"F43386",0.2901
"F55394",-0.0416
"F51430",0.1395
"F56257",0.0591
"F20503",0.1667
"F12859",0.2885
"F55056",1.4429
"F56825",0.386
"F30155",0.3162
"F48234",-0.0635
"F246",0.3674
"F37182",-0.8928
"F30621",0.2989
"F31512",0.0117
"F24493",-0.2245
"F50239",-1.2613
"F8156",-1.8255
"F31161",0.4605
"F39129",0.6934
"F46838",0.614
"F47999",-0.0717
"F24269",-0.0989
"F30969",-0.1454
"F7970",0.0896
"F31102",-0.6178
"F51030",-0.0853
"F42992",0.1727
"F53882",-0.2788
"F8890",1.1277
"F4359",0.235
"F51580",1.1975
"F48331",-1.059
"F7124",-0.621
"F43152",-0.0482
"F50767",-0.1656
"F58001",0.6807
"F6046",-0.1151
"F28949",0.5407
"F31151",0.0296
"F36187",-0.3346
"F7629",-0.1608
"F38379",-0.6346
"F56895",-1.6817
"F30729",-0.2214
"F28951",0.2589
"F44682",-0.311
"F39231",-2.2269
"F51387",-0.4506
"F51646",-0.17
"F54345",0.3888
"F59045",0.3021
"F53630",0.4653
"F57546",0.2518
"F42858",-0.3367
"F2948",0.0086
"F41254",-0.8625
"F11771",-3.6762
"F11803",-1.8996
"F48406",-0.1606
"F48219",0.5207
"F53508",-0.4459
"F33357",-1.0941
"F64400",-0.526
"F53046",0.4087
"F54489",1.8391
"F40699",-0.0772
"F55437",-0.2994
"F29853",0.1236
"F41402",0.2718
"F10341",-1.1721
"F16711",0.17
"F63771",0.1998
"F47430",-0.0847
"F12995",-0.0034
"F59647",-0.5543
"F67225",0.0777
"F59032",0.6169
"F22679",0.9505
"F32881",0.1131
"F54069",0.3633
"F11997",-0.3651
"F29592",-0.3495
"F6283",-1.0492
"F30419",-0.324
"F10486",0.1427
"F54970",-2.4766
"F56730",0.0775
"F32530",-0.3485
"F48703",-0.7712
"F57657",0.9738
"F43645",0.0641
"F50911",0.0965
"F66549",-0.1862
"F26582",0.0272
"F1283",-0.1858
"F7607",0.1032
"F52277",0.327
"F56038",-1.9226
"F30412",-0.494
"F2914",0.0194
"F20941",-0.3317
"F46844",0.612
"F57427",0.1592
"F21639",0.6513
"F21931",0.0378
"F43873",0.3588
"F58836",-0.3888
"F28777",0.3297
"F51798",-0.5544
"F33437",-0.1399
"F30593",0.1961
"F20138",0.5069
"F17675",0.4678
"F57057",-0.0707
"F53276",-1.103
"F48153",0.3378
"F48063",-0.2815
"F18277",0.9104
"F1492",0.2773
"F32912",0.5369
"F48557",0.5807
"F63325",-0.3221
"F12052",0.1064
"F54414",-0.9684
"F30630",-0.2127
"F35544",-0.215
"F64170",-0.167
"F53811",-0.128
"F1799",0.641
"F14891",-0.3904
"F67231",-0.0127
"F2333",-0.0526
"F55840",0.8512
"F51420",0.0416
"F51071",-0.073
"F31072",0.6479
"F7916",1.1974
"F867",1.1517
"F60689",0.2092
"F48019",-0.2558
"F4052",-0.1625
"F54981",0.3414
"F8826",-0.2998
"F29068",0.5301
"F25776",0.3553
"F53740",-0.1002
"F11354",1.3269
"F8952",0.1544
"F37191",-0.4544
"F30912",1.9011
"F40431",-0.7205
"F21808",0.0669
"F39795",0.2653
"F55001",-0.062
"F50771",-0.145
"F377",-1.088
"F16966",0.1776
"F21115",-0.1611
"F32568",0.5835
"F55305",-1.0681
"F6619",-0.2178
"F44578",-1.5502
"F18738",0.1659
"F7233",0.284
"F59394",0.9064
"F54751",-0.6203
"F57246",1.5099
"F11417",0.2472
"F6086",0.2915
"F11610",0.1184
"F5292",-3.6676
"F49928",-0.7808
"F29133",0.1164
"F30246",0.5499
"F56584",-0.4232
"F6789",-1.2851
"F7816",0.0809
"F57282",0.2709
"F27968",-1.0681
"F53402",-0.3425
"F7288",-0.7271
"F7897",-0.7487
"F22262",0.1112
"F47860",0.1554
"F57428",-1.3523
"F2707",-1.4809
"F60732",1.8025
"F7313",-0.8425
"F15207",0.3438
"F47234",0.1674
"F29332",-0.3634
"F36839",-0.1837
"F63459",0.4789
"F28470",0.1861
"F22864",-0.0867
"F46028",-0.2863
"F55374",-1.0648
"F22389",1.7245
"F26223",0.1361
"F30436",1.3557
"F27812",0.3248
"F29356",0.5047
"F52529",-0.2983
"F60090",-0.0211
"F52370",-0.9215
"F23199",-0.1422
"F48957",-0.3927
"F58816",0.0197
"F5617",0.2924
"F14790",0.19
"F47739",-0.3732
"F46277",-0.2367
"F61762",1.0578
"F30524",-0.7542
"F50188",-1.066
"F34825",-1.9015
"F25568",-0.2687
"F18586",-0.3582
"F60925",-0.1296
"F23169",-1.4043
"F64114",-0.3153
"F43460",2.1045
"F50683",-0.2142
"F30429",-0.5593
"F29573",0.4032
"F50826",-0.6459
"F4985",-0.0348
"F53364",-0.0259
"F12063",-0.5612
"F42737",-0.9585
"F42316",-0.0948
"F61234",-0.5816
"F40780",-1.0305
"F54573",0.2912
"F49892",-0.7028
"F54255",-0.0094
"F40479",0.2201
"F6306",0.1065
"F12342",0.8616
"F42510",0.2056
"F3708",-0.0714
"F47031",-0.0484
"F3989",0.6799
"F55214",1.2806
"F16709",-0.1753
"F31079",-0.0774
"F47754",-0.9994
"F17833",0.2822
"F31398",0.3923
"F54583",1.4227
"F43769",-0.1401
"F4184",-0.3063
"F58714",-0.3039
"F52986",-0.5139
"F60980",-1.2249
"F39844",-0.643
"F40404",0.3804
"F47833",-0.0908
"F28975",0.0578
"F25590",0.0646
"F1096",0.3864
"F64814",-0.4908
"F28094",1.608
"F58878",-1.2901
"F45365",-0.9205
"F49144",-1.0107
"F50360",-1.5456
"F61680",-0.2907
"F30077",1.9949
"F34852",-0.2341
"F11979",-0.2753
"F4696",0.1248
"F22008",1.0222
"F4943",0.1602
"F3354",0.525
"F46082",-0.038
"F15503",0.1567
"F181",0.3768
"F30420",-0.0775
"F54225",0.9498
"F65656",-0.3671
"F1776",0.2276
"F47941",-0.51
"F51224",0.205
"F2054",0.7401
"F2877",0.2388
"F34609",-0.0785
"F58353",0.4608
"F20426",0.3993
"F47099",-0.1579
"F56387",1.2393
"F50910",-0.175
"F28522",0.9048
"F28165",0.5245
"F6943",0.1135
"F7951",-0.5755
"F2750",-0.0515
"F15741",-0.2256
"F19097",0.5241
"F61138",-0.5242
"F59668",1.0358
"F63070",-0.6262
"F5556",-0.1494
"F48873",-0.0419
"F26131",-0.2132
"F53586",-0.2881
"F1415",0.1498
"F8795",0.1814
"F16976",0.1962
"F4566",1.006
"F57694",-1.4741
"F6367",1.9843
"F51825",-0.0475
"F53440",0.1475
"F46764",0.0563
"F30461",0.5701
"F3768",0.8144
"F30031",0.4768
"F10969",0.6359
"F51890",-0.7099
"F53855",0.4041
"F63943",-0.5744
"F5202",1.3336
"F21973",0.3082
"F43171",0.0476
"F50693",0.324
"F55858",-0.3762
"F60877",-0.2248
"F12055",-0.4005
"F2097",-0.0046
"F2140",-0.4418
"F26246",-0.1939
"F26919",-0.1355
"F42885",0.4285
"F44428",-0.0193
"F42930",0.1404
"F55126",0.019
"F53439",-0.17
"F64601",-0.8219
"F40677",-0.6618
"F55512",-0.4206
"F33552",-0.7262
"F10560",-0.107
"F21525",0.7266
"F52244",0.3336
"F34719",-0.2656
"F15816",0.2843
"F35367",0.3277
"F25171",0.5324
"F48350",0.607
"F33703",-0.1444
"F42439",-0.3358
"F51245",0.3713
"F64574",-1.0241
"F14433",0.4334
"F21519",0.0434
"F53161",1.4679
"F29077",-0.2271
"F47651",-0.5682
"F50169",-0.7488
"F26393",0.1085
"F38294",-0.5083
"F56264",0.116
"F11574",0.0076
"F64604",-1.2004
"F19300",0.0325
"F56131",0.2606
"F41747",0.6612
"F51088",-0.0092
"F34615",-0.7922
"F43700",-0.2752
"F36778",0.7928
"F64626",-0.6256
"F36512",0.4438
"F11983",-0.2054
"F52931",-0.0718
"F48238",0.0716
"F32385",0.6541
"F52076",-0.0149
"F22519",1.3971
"F8549",0.3033
"F32113",-0.1869
"F57138",-0.6889
"F38125",-0.9796
"F49979",-0.4555
"F5809",0.8456
"F35923",0.2811
"F9305",0.4473
"F2366",-0.3084
"F27498",5e-04
"F56814",0.324
"F11034",-0.675
"F19694",-0.1166
"F31537",0.2458
"F52086",-0.2429
"F10774",-1.0967
"F32404",0.0261
"F26313",0.2624
"F64060",-0.8491
"F11991",-0.3901
"F40363",0.2456
"F36365",-0.3945
"F25942",-0.2459
"F53169",-0.6243
"F48795",-0.0344
"F54777",1.2946
"F42260",-0.615
"F48443",-0.3227
"F1563",-0.6041
"F2690",0.7899
"F47111",-1.2365
"F32965",-0.6388
"F53199",0.0553
"F31806",-0.5889
"F9275",0.0136
"F3144",0.3306
"F49786",-0.1358
"F59222",1.0345
"F826",-0.1222
"F11098",-0.3126
"F62002",-0.3901
"F51486",0.5065
"F33432",0.2661
"F12009",1.067
"F16537",0.4196
"F55731",-1.6415
"F58053",0.4838
"F9100",-0.6771
"F58756",-2.6962
"F25799",0.7341
"F12020",0.104
"F31567",-0.2544
"F6907",0.1083
"F38134",2.1119
"F51783",0.2247
"F16675",0.8031
"F49245",-0.3934
"F50107",-0.0061
"F50105",0.4582
"F17110",0.1611
"F2223",-0.1389
"F18819",0.071
"F870",0.5047
"F1510",1.9173
"F47655",-0.0238
"F48199",-0.0496
"F2272",-0.133
"F32584",1.1025
"F828",0.2681
"F56446",-0.3816
"F12850",-0.427
"F39874",-0.4354
"F2009",-0.595
"F31628",-0.8247
"F11904",0.7886
"F47201",0.0367
"F58171",0.2167
"F5377",0.2675
"F3935",0.3378
"F1579",-0.0675
"F48870",-0.4791
"F1939",-0.038
"F11873",0.2634
"F17720",0.1181
"F24765",-0.4368
"F33105",-0.3946
"F45969",-0.0738
"F47205",0.0577
"F53041",-1.822
"F55419",0.522
"F62869",-0.6343
"F45733",-0.0376
"F6388",-0.0458
"F7942",0.3921
"F12305",0.3344
"F50549",-1.9826
"F59377",-0.6018
"F22798",1.508
"F2797",-0.0159
"F11739",-0.005
"F29808",0.2471
"F35181",-0.1204
"F42277",-0.7672
"F42506",-1.1394
"F32848",0.4625
"F40246",0.9288
"F26525",0.1248
"F38526",0.6451
"F62544",0.2912
"F53360",-0.4507
"F52566",0.2746
"F8501",-0.1711
"F48040",-0.1288
"F43250",1.2725
"F48041",-0.6731
"F35664",0.0823
"F58994",-0.9501
"F54441",-0.322
"F56641",-0.8314
"F27665",0.0096
"F60515",-0.8717
"F20308",-0.1252
"F36844",1.5848
"F29418",0.8914
"F35363",-0.3974
"F43066",0.3241
"F8675",0.4807
"F3680",-0.1369
"F66637",-0.6007
"F12047",-0.1351
"F1251",-0.4832
"F545",-0.0697
"F51206",-0.0359
"F5036",-0.0099
"F7489",-0.0818
"F42601",-1.2693
"F61300",1.2653
"F47792",0.1473
"F60383",0.1257
"F30277",0.5519
"F8092",0.011
"F26129",-0.0479
"F50132",-0.6132
"F27930",-0.0271
"F15393",-0.2684
"F59447",1.2516
"F56939",-0.6271
"F6916",-0.0724
"F54405",0.719
"F7702",-0.3893
"F57099",-0.4471
"F6639",-1.6399
"F10478",0.2016
"F53316",-0.119
"F9570",-0.0184
"F11657",0.0014
"F47846",-0.0284
"F58061",0.3309
"F16051",0.482
"F47295",0.5114
"F19121",0.0196
"F9090",0.583
"F29601",-0.2248
"F63515",1.1374
"F44188",0.0133
"F28906",0.6627
"F46831",0.8585
"F53096",-0.077
"F14883",0.7145
"F30509",0.25
"F38341",0.5292
"F32819",0.163
"F34337",0.5194
"F56078",0.394
"F46872",0.8342
"F61298",2.6795
"F51839",-0.3221
"F47718",-0.0641
"F47880",-1.1284
"F38446",0.3835
"F4084",0.0163
"F9196",-0.0557
"F30142",0.2464
"F9376",-0.3982
"F52536",-0.6229
"F21514",0.4935
"F38995",0.115
"F29114",-0.1164
"F49759",-2.7787
"F11149",1.1284
"F830",0.3823
"F6673",-0.0052
"F4463",0.8761
"F46330",-0.5452
"F11981",-0.1454
"F4418",-0.1744
"F46836",0.5472
"F10267",-0.1012
"F16987",0.1826
"F50775",-0.3727
"F10364",-0.1003
"F37275",-0.853
"F47834",0.0549
"F59744",-0.4948
"F5124",0.7355
"F66476",-0.1153
"F8793",0.3192
"F13492",-0.0175
"F49098",-0.2216
"F65313",-0.5344
"F35379",-0.4383
"F8677",0.4856
"F55114",-2.6522
"F50498",-0.6599
"F11980",-0.2486
"F62674",1.6311
"F8659",0.261
"F48864",-0.0091
"F12962",-0.6127
"F30116",-0.4904
"F31605",1.1968
"F65141",0.2959
"F29991",1.0726
"F49842",0.3195
"F25736",1.1287
"F3000",0.0718
"F51642",-0.0163
"F43106",-0.4756
"F33194",0.0775
"F30686",0.0939
"F25669",0.3143
"F29597",0.3628
"F56160",0.4136
"F53982",-1.3824
"F9211",-0.1063
"F78",0.1175
"F742",-0.7893
"F2231",0.1585
"F11060",0.3626
"F3114",0.5446
"F56218",-0.0259
"F551",0.552
"F4750",-0.1321
"F546",-0.2062
"F33271",0.1947
"F3334",-0.5552
"F27499",-0.5647
"F51849",-0.5422
"F52347",0.2856
"F27807",-0.2775
"F67057",-0.2868
"F24344",0.1102
"F1302",-0.2763
"F1514",0.0759
"F20027",0.1601
"F13302",-0.3064
"F33082",0.059
"F56755",0.0712
"F48674",0.0822
"F65249",0.3646
"F6708",-2.5952
"F53014",-0.357
"F7209",-0.7266
"F7115",-0.1322
"F3650",-0.1707
"F28769",0.0811
"F26884",-1.4681
"F52574",0.3621
"F59177",0.2275
"F438",-0.1569
"F22696",0.5391
"F62748",0.3955
"F63129",0.3325
"F9246",0.0972
"F1927",0.0422
"F55657",0.0979
"F7896",0.5746
"F34834",-0.8826
"F20469",0.7885
"F61004",1.138
"F52433",0.224
"F34490",-0.1886
"F45397",-0.7049
"F60044",-0.0792
"F25298",1.1429
"F25557",0.0448
"F31174",0.1764
"F56759",-0.0809
"F37823",-0.0154
"F51453",0.9479
"F32032",1.1167
"F29229",-0.7064
"F11469",0.1873
"F3762",1.4252
"F2229",-0.7454
"F39068",-0.0647
"F47365",-0.4155
"F6941",0.0029
"F31690",-0.0493
"F1558",-0.6411
"F48482",-0.2412
"F30203",-0.1676
"F51482",-0.6496
"F53515",0.1428
"F59953",-0.1146
"F1420",0.6379
"F7211",-0.6138
"F26471",0.0726
"F54036",-0.0936
"F36763",2.0152
"F45816",-1.0798
"F30014",-0.1794
"F3346",0.9282
"F61231",-0.4825
"F43932",0.0637
"F37826",-0.6373
"F35150",-0.51
"F25253",-0.0795
"F28311",0.5662
"F49920",-0.1096
"F5562",-0.3442
"F10340",-0.4525
"F50737",-0.1651
"F50093",-0.7333
"F59941",-0.4099
"F31240",0.3861
"F36932",-0.9643
"F7224",-0.1063
"F25925",0.7845
"F25015",0.0367
"F1053",-1.4669
"F1984",-0.0459
"F38510",-0.1324
"F41750",-0.0504
"F5525",0.0144
"F42035",-0.3539
"F30765",0.663
"F14081",0.1385
"F54893",0.0729
"F1177",0.0349
"F36767",0.3292
"F1131",-0.5522
"F11408",0.2247
"F37994",-0.1139
"F46606",-0.9897
"F49978",0.158
"F10899",-0.1707
"F56313",-0.2945
"F54532",0.1344
"F51755",-0.4881
"F50236",0.0139
"F30275",0.2137
"F16848",0.1129
"F53313",-0.3044
"F30254",0.3043
"F6407",0.2769
"F15880",-0.256
"F46088",-0.0999
"F28413",-0.365
"F34480",0.4686
"F31996",-0.1863
"F57005",-2.3161
"F67143",-0.5504
"F9678",0.9485
"F23851",0.1303
"F16325",0.1012
"F20832",0.8396
"F22709",-0.3492
"F27689",-0.9613
"F56346",0.0547
"F31128",0.3971
"F61382",1.7247
"F64017",1.2086
"F25281",-0.0014
"F47087",0.564
"F28461",0.2589
"F18090",-0.0836
"F57088",-0.3454
"F10286",1.7255
"F31142",-0.0321
"F36853",-0.2958
"F65159",1.6167
"F66298",-0.6894
"F30475",0.0148
"F53259",-0.3739
"F61924",0.4571
"F12534",-0.1778
"F37033",0.0378
"F26766",0.3686
"F715",-0.8145
"F66923",-0.2067
"F674",-0.6153
"F50389",0.944
"F12067",-0.2843
"F49946",0.2704
"F51705",0.3787
"F47254",-0.2293
"F49102",-0.6438
"F59283",1.0607
"F11246",0.1796
"F24070",0.691
"F54624",-0.2556
"F54791",0.5358
"F7827",0.2613
"F13048",0.3598
"F51558",0.2698
"F63800",0.9431
"F37147",1.1487
"F43159",-0.2434
"F38865",-0.0266
"F4749",0.0884
"F44066",-1.0172
"F25786",-0.2602
"F50424",1.503
"F57142",0.1169
"F51785",0.0646
"F1072",0.7357
"F47668",-0.2436
"F37248",0.0897
"F1491",-0.2827
"F30409",0.3953
"F17999",-0.2394
"F30672",0.0617
"F11540",-0.0458
"F52995",0.0158
"F27250",-0.9218
"F48220",-0.3051
"F56550",-1.089
"F8063",0.3146
"F55057",0.0483
"F19976",-0.0486
"F34177",0.1764
"F56322",0.2982
"F1333",-0.4825
"F34282",0.0519
"F20240",0.0501
"F39061",-0.355
"F11957",-0.9244
"F53650",-0.4917
"F29630",-0.7534
"F2656",0.0604
"F56068",0.2589
"F49517",-1.2402
"F30385",0.2675
"F50904",-0.126
"F20266",-0.6432
"F31703",0.0836
"F32580",0.1422
"F59085",0.4602
"F23131",-0.4785
"F25013",0.1054
"F31663",-0.1137
"F3139",-0.0051
"F55838",0.4773
"F51305",-0.1344
"F4134",-0.9064
"F41871",-0.107
"F4306",0.8479
"F26585",-0.0917
"F57691",0.8275
"F9661",0.1124
"F31134",-0.1827
"F31395",-8e-04
"F63880",1.1893
"F1423",1.1116
"F62792",1.0117
"F64099",0.0062
"F54996",0.0565
"F25908",0.2329
"F33972",-1.0551
"F52818",0.1695
"F17760",-0.1103
"F56161",-0.1347
"F58922",0.5893
"F4656",0.4362
"F34951",-0.1527
"F11254",0.8174
"F62284",0.7426
"F66403",-0.4454
"F57408",0.3042
"F4743",0.3521
"F25704",-0.0329
"F25834",1.0985
"F53865",1.1045
"F3687",0.4886
"F33189",-0.7248
"F41173",-1.1358
"F59455",-0.2842
"F25358",0.9454
"F31082",0.0277
"F46215",-0.2466
"F57932",-0.2335
"F20658",0.1398
"F29533",0.8421
"F43794",0.2368
"F30484",-0.2303
"F23508",1.1832
"F24111",-0.0233
"F53221",0.0027
"F20958",-0.8666
"F1260",0.2753
"F34728",0.8066
"F52280",-0.3007
"F55658",0.1791
"F15941",1.2702
"F30469",-0.4895
"F29537",-0.8257
"F59529",-0.157
"F53499",-0.706
"F44893",-0.4916
"F31882",0.0152
"F3147",-0.9567
"F2062",-0.2378
"F30085",0.2816
"F65764",-0.1683
"F50094",-0.2988
"F60851",0.3094
"F51860",0.0982
"F51722",0.2508
"F698",0.1181
"F18785",0.752
"F54676",0.3035
"F56094",0.8737
"F6457",-0.6054
"F66481",-0.7199
"F2632",0.2671
"F61646",-1.4725
"F59443",0.2933
"F53480",-0.0995
"F35397",-0.4247
"F43501",1.1713
"F4077",0.0318
"F29466",0.3756
"F2946",0.2244
"F38202",-0.0148
"F29359",1.1381
"F6302",-0.173
"F41445",1.1489
"F50398",-0.1227
"F53326",-0.0495
"F26974",0.5388
"F14447",0.2604
"F59736",-0.1926
