"","CD.dys"
"F54021",1.1047
"F42185",3.5523
"F7440",-3.454
"F24974",-1.2837
"F55945",-1.0392
"F29422",-3.45
"F7783",-0.8161
"F16784",2.098
"F3472",3.5919
"F4582",-0.8668
"F35195",-1.6073
"F48265",0.7852
"F23137",-2.8955
"F40198",-4.1771
"F39069",-4.0991
"F10426",-4.8025
"F42150",-3.151
"F11217",-0.7299
"F48235",0.1579
"F3957",-2.0458
"F6291",2.4939
"F10389",-2.3422
"F7294",-0.0548
"F44406",-0.7498
"F46241",-2.7389
"F38955",-3.2655
"F61926",-2.2428
"F11843",0.5257
"F384",-1.8712
"F386",2.2221
"F2713",-0.4222
"F15498",-3.5993
"F9000",-1.512
"F59028",-1.7959
"F53",-1.3152
"F11222",0.9996
"F2829",1.1948
"F4553",-2.6458
"F5604",-0.8392
"F10744",-1.0137
"F6108",-3.0679
"F39633",4.0251
"F57206",-1.5475
"F39280",2.8872
"F11848",0.5141
"F3924",-2.4676
"F7472",-0.9969
"F8082",-2.3357
"F23522",-2.6199
"F53067",-0.4664
"F46986",-1.7813
"F19031",-3.2672
"F11536",0.2775
"F13202",-2.7508
"F21776",-2.8805
"F250",0.6099
"F65977",0.321
"F10238",-1.2938
"F41535",1.54
"F32316",-0.516
"F21575",-4.0018
"F59677",4.0495
"F23587",-4.3128
"F1128",2.3305
"F5846",-2.4169
"F7888",-3.7517
"F15765",-2.7904
"F14782",-2.2173
"F41516",2.5384
"F49644",-1.9624
"F43446",3.5025
"F518",-2.4561
"F8346",-1.688
"F53419",-4.8533
"F4160",4.7126
"F10873",0.5493
"F52131",-3.5722
"F22738",-0.7656
"F21348",-1.4669
"F53112",-1.0492
"F2833",-2.5952
"F4149",-2.3161
"F6069",0.9062
"F23239",-2.3174
"F20299",-1.3354
"F8946",-2.2681
"F5457",-1.7801
"F9128",-1.2662
"F7436",-2.233
"F6060",-3.1345
"F10775",-2.4885
"F35670",-2.3861
"F11475",-1.4827
"F36590",-2.4663
"F35857",-2.4453
"F37769",-2.9646
"F6951",-1.642
"F11764",-1.3704
"F46941",3.2691
"F48615",-1.804
"F44782",2.9543
"F36356",-2.2129
"F7362",-2.2817
"F7564",-2.0741
"F23980",-3.1504
"F7340",-3.4042
"F15152",4.3945
"F26661",3.0016
"F18324",-3.1406
"F30390",-4.4708
"F39062",-2.6554
"F36486",1.3188
"F48701",-6.2358
"F50587",-2.4454
"F8307",-1.7145
"F11822",0.3354
"F6887",-1.956
"F45544",1.7892
"F58581",-3.7501
"F40309",-5.9015
"F55309",-3.2031
"F15916",-1.4865
"F9411",0.9574
"F3825",2.6336
"F9624",-1.5621
"F506",-4.0304
"F9784",-2.9777
"F11691",0.3388
"F4676",-0.5075
"F49816",-1.9848
"F23272",-1.7274
"F5168",0.3538
"F50537",-1.284
"F59845",-3.9408
"F39621",-1.5884
"F25043",0.6389
"F6026",-1.2234
"F50676",-3.392
"F61798",-1.5551
"F11452",0.3429
"F42358",-5.5978
"F15213",-1.6008
"F17043",-1.8072
"F35375",-2.2701
"F6987",-6.7049
"F5800",-3.6333
"F11551",1.1667
"F36941",-3.0719
"F9694",-4.8566
"F20571",-2.5135
"F2082",-1.3547
"F30544",-5.1791
"F44957",-3.0756
"F19784",-0.8021
"F42456",-3.5317
"F55211",-2.524
"F32650",-4.1086
"F3400",-5.5583
"F50287",0.6704
"F3619",-2.2899
"F10951",4.0802
"F2537",-1.2628
"F17822",-2.7302
"F20360",-1.7835
"F15755",-2.1924
"F53936",-1.6385
"F11414",-4.6834
"F8986",-3.1778
"F8333",-3.6099
"F44036",-1.6205
"F19175",-1.3832
"F53995",0.8246
"F16777",-2.9008
"F27928",-2.4633
"F9259",-1.2939
"F41979",-0.8063
"F55485",-2.0717
"F53165",-1.9942
"F35906",-0.9263
"F16094",1.2606
"F22348",-1.5375
"F9536",0.3482
"F41269",0.3507
"F23067",-0.9151
"F5879",-2.0425
"F10235",-0.7902
"F15170",-2.8461
"F6497",-4.2773
"F50067",-2.8793
"F7507",-5.7598
"F18912",-3.2084
"F56114",-2.2328
"F11850",-2.1605
"F115",0.328
"F4547",-3.5237
"F58753",-1.1066
"F10843",-1.9769
"F39757",-1.2648
"F27600",-1.06
"F5500",-0.6854
"F10611",-2.3138
"F54289",-0.9488
"F815",-2.4122
"F16980",-1.1832
"F17356",2.4365
"F11079",-3.6371
"F16165",-1.5652
"F50722",-2.3078
"F6035",-3.8559
"F38578",2.9359
"F18853",-2.8678
"F54394",1.4051
"F9392",-1.313
"F50233",2.4153
"F26161",-5.4168
"F6405",3.2172
"F47041",2.961
"F25453",-2.2267
"F5945",1.0904
"F3923",-2.916
"F48275",1.1396
"F33950",-2.2617
"F11422",1.2868
"F2124",-1.5916
"F53118",-1.0481
"F5011",-1.5251
"F23339",-2.3328
"F24650",-1.3516
"F56",1.8036
"F2023",1.9878
"F8716",2.611
"F11473",-4.5141
"F4367",-0.9816
"F47121",0.2505
"F11808",0.4836
"F22655",-2.4681
"F18185",-2.7394
"F43659",-3.6214
"F1871",-1.0943
"F5978",-1.5912
"F1152",-1.8699
"F5325",-0.7754
"F12797",-2.8776
"F42421",-1.4562
"F18006",4.0237
"F55660",-3.5209
"F50356",-3.2538
"F29872",-3.1159
"F9478",-1.3588
"F5631",-1.7005
"F5015",-4.201
"F11145",0.5458
"F10388",-5.5845
"F4523",-1.1057
"F56718",2.7393
"F11820",0.3401
"F7111",-1.5577
"F16884",-2.3521
"F4902",-2.0128
"F33392",-3.8546
"F38081",0.6813
"F45480",-2.0639
"F8382",-1.6602
"F10706",0.6152
"F5757",-0.545
"F51152",-1.9895
"F9187",-1.9875
"F17046",2.5574
"F49344",-2.3402
"F56146",3.8092
"F3102",-1.1655
"F47858",0.9926
"F4020",0.3552
"F7134",0.7628
"F10587",-2.9675
"F18526",-1.5282
"F7391",3.385
"F19069",-1.7786
"F1785",1.0752
"F53301",-1.7916
"F11413",0.2686
"F51085",1.4865
"F40734",2.8034
"F23891",1.5913
"F3819",-2.4684
"F36542",-2.4916
"F8287",0.2802
"F36711",-3.9498
"F7621",-1.1815
"F42697",-2.0351
"F23267",-3.1871
"F40994",-4.4791
"F15767",-3.0006
"F51097",-2.2559
"F7723",-3.6904
"F23458",-2.8763
"F11175",-1.7642
"F40123",-4.7363
"F35404",-0.8258
"F5348",-0.7573
"F50473",-2.41
"F3275",-2.2677
"F30317",-4.2048
"F5395",-0.7442
"F16923",-2.2073
"F25595",-3.14
"F47453",-4.4659
"F28385",-1.3247
"F54369",-3.9232
"F55758",-2.8566
"F13",-0.433
"F7983",-1.4548
"F11679",0.3362
"F4062",-0.6349
"F49690",-2.4351
"F55532",-2.2515
"F22318",-3.7295
"F2980",0.6295
"F32704",-1.8552
"F6315",-1.5041
"F44043",-3.4839
"F5482",-0.2026
"F7149",-1.4006
"F11842",-1.2601
"F3969",-2.5218
"F23777",-0.2865
"F46963",4.5705
"F5078",3.1878
"F19350",-2.6686
"F44277",-3.9431
"F50460",-3.8069
"F19863",1.1912
"F52637",-1.419
"F24539",-3.178
"F7915",-1.7666
"F7306",-2.965
"F50252",-2.7494
"F11266",-5.1156
"F6543",0.5861
"F7470",-2.268
"F19858",-2.7823
"F4663",3.0667
"F44568",-1.2268
"F29781",-1.74
"F7307",-3.7705
"F42108",-4.3616
"F28858",-1.8847
"F34641",-2.2078
"F10631",1.0837
"F6312",-2.737
"F19103",-0.9776
"F9344",0.2772
"F15786",-3.4308
"F32323",-4.1768
"F49522",-6.1796
"F27290",3.1655
"F49241",-1.9379
"F54283",-0.8567
"F11675",0.311
"F95",0.3541
"F12231",-2.4654
"F8969",-2.0592
"F51389",0.7426
"F3722",-1.2767
"F33574",-0.5333
"F14207",-3.2855
"F22685",-3.2492
"F55369",-1.7928
"F3421",-3.9061
"F19963",-3.61
"F10458",-3.1629
"F40327",-0.5179
"F7534",-2.0911
"F17112",-1.9156
"F2",0.5102
"F16266",-1.0605
"F30090",-6.0897
"F40660",-3.8718
"F28300",-1.416
"F3434",-1.1502
"F8299",-1.6501
"F55784",-2.2636
"F34223",-2.5854
"F3361",-1.3999
"F20966",-3.2674
"F44504",-0.9133
"F51197",-0.4312
"F58617",-1.0325
"F48575",-2.9952
"F8573",-4.9683
"F3409",2.0963
"F109",0.3099
"F48065",-2.3943
"F8411",-2.3502
"F5274",-1.2938
"F8267",-1.3114
"F45282",-2.5683
"F41560",3.9385
"F8979",-2.5148
"F7813",-1.1879
"F61974",-1.8606
"F34646",-2.9696
"F47274",-1.4702
"F38904",-4.2962
"F12399",-2.443
"F18600",-1.8093
"F1659",2.5136
"F16004",-2.9379
"F49535",4.5229
"F50805",-1.6208
"F53254",-1.8964
"F11493",0.529
"F52645",-2.5724
"F55826",-0.8754
"F4316",-1.0529
"F17548",1.902
"F54173",-3.6733
"F55182",-2.2562
"F55653",2.9442
"F18629",-2.8752
"F52677",-3.7879
"F41835",-2.762
"F39692",-5.6531
"F50130",-2.3969
"F19393",-1.223
"F23800",-0.6347
"F14",1.5549
"F5720",-3.1305
"F6365",2.3283
"F18687",-2.6779
"F987",2.0913
"F3766",4.2272
"F38737",-1.5617
"F7947",-1.5
"F9655",-1.7405
"F37354",-2.8757
"F55341",-2.9242
"F33462",-4.2587
"F65859",0.3775
"F7848",-3.0343
"F1616",0.9699
"F23864",-1.7515
"F5740",-1.9292
"F47958",5.9527
"F4978",-0.5625
"F10718",-4.4281
"F22602",-1.165
"F2075",5.9746
"F61937",-2.0499
"F23549",-1.6699
"F42005",0.4323
"F5781",-0.239
"F51593",-3.7139
"F27836",-2.1184
"F13614",-4.256
"F42872",-3.6456
"F55974",4.2676
"F53120",-1.9352
"F25909",-5.4942
"F58685",-0.2355
"F4348",-2.2592
"F9075",-1.7857
"F9698",-3.6442
"F40828",-4.2478
"F8119",-2.4367
"F4751",-2.2793
"F4800",-2.1416
"F13988",4.3993
"F10646",0.4301
"F7451",-2.8432
"F43449",3.1181
"F10481",-4.0549
"F59210",3.4271
"F21147",2.1389
"F37367",-3.7124
"F43099",-0.8912
"F44391",-2.8751
"F12644",-5.0007
"F14702",-2.6665
"F16294",-1.8769
"F58716",-4.9835
"F6147",-6.411
"F49958",-1.1375
"F19322",-1.7816
"F37169",-3.6165
"F28604",1.7949
"F48582",-4.0329
"F12515",-3.3576
"F32903",-2.86
"F55808",-3.8646
"F5344",-7.7239
"F22147",-1.4477
"F22943",-2.3168
"F56362",-0.4902
"F27114",-3.8804
"F7385",-2.7506
"F23366",-2.7969
"F58580",-3.5587
"F46103",-2.6799
"F3278",-0.7903
"F29078",-4.8251
"F51778",-0.5386
"F45324",-1.2722
"F9835",-1.9926
"F4115",-2.8064
"F23322",-2.7138
"F25847",-1.6526
"F51",2.5566
"F6134",-2.6135
"F20304",-3.3008
"F62766",4.7649
"F10325",3.8037
"F33681",-0.5598
"F8450",-3.357
"F7118",-1.9854
"F19582",3.2516
"F44472",-1.3515
"F55809",5.4202
"F20723",-3.1306
"F55933",-2.465
"F3222",-1.0769
"F3146",1.5544
"F5156",-1.8511
"F8710",-0.827
"F31069",-4.2564
"F22933",-4.6304
"F58186",-4.0779
"F478",0.5172
"F10408",-2.2211
"F15259",-1.8517
"F44609",-3.7102
"F55745",-1.1904
"F59218",2.9453
"F6966",-0.553
"F8647",0.6523
"F33558",-1.4848
"F3573",-2.3338
"F40511",1.1003
"F39188",-0.3163
"F43838",-2.7773
"F9175",-3.059
"F9957",2.3767
"F16427",-3.4854
"F32232",0.1605
"F23323",-2.2722
"F13717",-2.3877
"F19014",-1.35
"F55825",-1.0746
"F28041",-2.2714
"F62757",-2.42
"F33120",-1.5553
"F36632",-3.8368
"F30523",-2.6486
"F54980",-3.1478
"F56688",2.9612
"F11603",-2.1635
"F14638",-5.2048
"F3973",3.395
"F32624",-2.3714
"F2496",0.3346
"F7092",0.2887
"F17809",-3.0362
"F9263",1.7993
"F33503",2.627
"F50312",-1.2884
"F6007",-2.7444
"F53393",2.1918
"F43230",2.3904
"F4789",3.5082
"F3641",-0.9309
"F46936",1.2223
"F24753",-0.8177
"F36447",-3.3735
"F28395",4.2134
"F3823",2.9802
"F8160",-1.7133
"F4962",-2.5699
"F4261",-1.2543
"F37673",-3.5076
"F55925",-5.9442
"F6088",1.743
"F8099",1.3812
"F5728",2.2687
"F11228",2.4358
"F10392",-5.8584
"F28851",-2.8605
"F5812",-0.8403
"F17165",-1.4001
"F25487",-3.3513
"F56273",0.7416
"F21179",-1.4945
"F49961",-0.7701
"F12527",-1.682
"F11798",0.3602
"F10615",-2.0219
"F15580",-3.0521
"F54247",-0.9925
"F51793",-1.0932
"F57266",3.361
"F25508",-1.8548
"F47747",1.0815
"F40549",-4.5528
"F8375",-3.0297
"F8930",-1.8217
"F4501",-5.0663
"F3900",-3.8107
"F51795",2.2981
"F8415",-0.5469
"F14531",-1.6645
"F5357",2.0189
"F23770",0.3556
"F40951",-3.3219
"F57229",2.6304
"F5843",-1.8671
"F5766",4.8399
"F36707",-1.8182
"F6127",2.2708
"F36554",-2.2656
"F3866",5.2376
"F42635",1.378
"F35496",0.5858
"F7135",0.6404
"F7253",-0.9128
"F10197",1.127
"F35024",-1.9759
"F50394",1.0294
"F32900",-2.7414
"F55795",-1.0675
"F28247",-3.2671
"F44125",-1.5598
"F5648",1.2464
"F8605",-2.4219
"F53353",-1.3612
"F34677",-2.6645
"F48968",-2.5114
"F55662",-3.37
"F33225",-0.1268
"F48637",-4.3364
"F50371",-3.246
"F26560",-1.4551
"F39936",3.1327
"F50102",-1.2132
"F1309",-3.173
"F754",0.7467
"F53150",1.1164
"F25037",2.0892
"F3221",-0.5071
"F7703",0.2495
"F6120",-1.2028
"F12749",-4.2686
"F2696",-1.8749
"F1273",-2.0367
"F42516",-0.9046
"F4544",0.3362
"F10173",-1.6806
"F6562",1.6742
"F52216",-2.5191
"F21875",-2.5563
"F11796",0.465
"F48949",-4.0305
"F9982",-0.9179
"F40823",1.1154
"F49529",-3.7695
"F47985",3.6976
"F35381",-3.5308
"F41176",-1.906
"F6530",-1.1206
"F10181",-0.759
"F52838",0.9222
"F32059",1.5438
"F9526",2.6649
"F16351",-2.5157
"F16795",-3.4274
"F5545",5.1313
"F54539",-2.4176
"F28620",-0.9635
"F41694",-4.409
"F4043",-0.571
"F9969",-0.0999
"F51615",-4.1905
"F19111",-2.3797
"F22777",0.941
"F11000",-1.1496
"F50326",-1.6809
"F441",-2.3565
"F38891",1.4058
"F3213",-6.8831
"F9868",-4.1343
"F47662",0.7835
"F59915",3.4421
"F34446",-0.7321
"F56475",-2.0397
"F10722",0.4182
"F50751",-0.9355
"F9409",1.9298
"F22956",-2.475
"F47057",2.627
"F11845",0.6429
"F8967",-7.5172
"F3491",1.2769
"F8819",-0.9565
"F6808",-5.3995
"F55721",-2.1017
"F23164",-3.5891
"F52731",-2.6297
"F16992",-2.8877
"F8384",-1.364
"F43140",2.2959
"F10592",2.9254
"F10747",-4.2942
"F20047",-2.6153
"F11021",0.2134
"F40859",-2.043
"F52218",-1.0383
"F44600",1.6573
"F11500",0.2449
"F20035",-2.6063
"F11454",0.2694
"F38691",-2.5066
"F5508",-1.2244
"F11128",0.5098
"F37046",-1.9251
"F48966",-2.5888
"F4723",-3.8329
"F4361",-2.9397
"F50157",-1.8362
"F23975",-1.583
"F672",3.4653
"F6129",-3.9703
"F42990",0.4571
"F7044",-0.6322
"F26188",-0.5818
"F6028",-1.34
"F6099",-3.0231
"F49853",1.2239
"F2136",4.0952
"F11789",-6.4987
"F7946",-1.9516
"F19586",-1.6476
"F36807",-2.9994
"F7715",-2.4461
"F19128",-1.8425
"F54974",-1.3167
"F25890",-2.8466
"F46853",0.1414
"F11663",-1.1897
"F17666",-1.4457
"F42871",1.9651
"F25689",-2.7168
"F41003",-3.4083
"F6117",-3.6904
"F44779",-2.1267
"F39029",-4.0678
"F30186",-2.3356
"F52862",0.4469
"F3344",0.3123
"F47445",1.3014
"F8525",-2.2315
"F3100",-0.6908
"F5730",0.9439
"F44388",-1.1119
"F42250",2.1021
"F18317",-3.4765
"F48489",-1.7767
"F50584",-4.07
"F3050",-2.5658
"F35345",0.4734
"F43379",-4.2507
"F10013",-3.5191
"F8304",0.7362
"F35586",1.0739
"F54366",-1.077
"F19276",-1.3147
"F8494",-2.521
"F4549",-1.1527
"F24060",-1.6847
"F5511",-0.9202
"F61728",-0.5473
"F11804",0.9943
"F56200",-2.8696
"F44284",-3.3997
"F51941",3.9528
"F1035",2.2512
"F9278",1.8272
"F30152",-1.8573
"F40199",-0.638
"F9115",-3.2883
"F52879",-1.4461
"F37038",1.4939
"F8129",-2.5038
"F45886",2.6245
"F2681",-1.5676
"F9927",-2.357
"F10040",-1.1768
"F38925",-2.8239
"F57478",1.6851
"F50128",-1.1196
"F56887",2.6568
"F17468",-1.4507
"F8432",-3.0376
"F4097",2.3991
"F25958",-2.0746
"F50776",-2.434
"F46044",0.212
"F18944",-1.5836
"F40580",-2.557
"F14931",2.6143
"F56401",1.6344
"F14326",3.6226
"F6992",-1.1337
"F2289",-2.8924
"F27481",-1.8626
"F23993",-1.0793
"F12926",-2.606
"F10648",0.2087
"F43388",1.2437
"F28197",-2.4446
"F4295",-1.2569
"F801",1.1337
"F11111",-2.0106
"F35228",0.8456
"F16880",0.3595
"F24492",0.3816
"F34506",-4.2942
"F17342",-1.09
"F55829",0.6725
"F7651",-1.2718
"F7148",-1.5901
"F44733",-1.9982
"F33259",-3.2605
"F48008",-4.8693
"F53146",5.2036
"F5464",-0.2863
"F6415",2.381
"F47193",-5.1919
"F21418",-1.8007
"F3287",4.5627
"F50773",-4.1032
"F22270",-2.6388
"F5442",-0.9381
"F5612",-3.3695
"F23200",1.1643
"F32221",0.0293
"F6381",-1.1281
"F25824",-2.5384
"F28551",-3.5903
"F2005",-2.6154
"F5821",-2.9119
"F54362",-1.9282
"F11839",0.3023
"F53100",-2.0137
"F10632",0.3296
"F39039",-2.0176
"F53753",-1.5991
"F33390",-2.066
"F5822",-0.655
"F5789",-0.8736
"F1192",-2.0645
"F4024",-4.1461
"F8810",-1.1698
"F34464",-0.0728
"F41837",-3.4295
"F10950",-2.2049
"F11036",0.3435
"F8680",0.8863
"F9665",0.2214
"F8038",-1.1148
"F56297",1.0092
"F20055",-2.549
"F39323",-5.1571
"F5918",-0.9158
"F42377",-1.2406
"F3640",0.3541
"F22380",-2.0239
"F21721",-0.9168
"F33963",-2.7882
"F28386",-3.8944
"F7453",-0.9541
"F8116",-5.1312
"F10043",-3.1882
"F18866",-2.1738
"F9833",-2.0172
"F45227",-3.2825
"F43064",0.6308
"F25948",-2.0546
"F6261",-1.8251
"F50380",-0.8824
"F44397",-2.2384
"F53859",0.4992
"F17128",3.5159
"F7928",-2.3684
"F42682",-1.3975
"F6742",1.7204
"F20750",2.9333
"F4849",5.5268
"F7457",-5.3457
"F38965",-5.0537
"F26925",-2.1663
"F53090",-2.4131
"F8150",-7.2025
"F19022",-1.3157
"F54827",0.23
"F11008",-1.5691
"F39654",-4.7666
"F23179",0.8526
"F23607",-1.5239
"F50681",-1.3157
"F3231",-1.7826
"F4293",-1.4065
"F7028",-0.2882
"F3502",0.3497
"F7609",-3.0052
"F19028",-1.709
"F45647",-0.5287
"F5067",-1.3352
"F53159",-1.9089
"F3609",-4.6912
"F25727",-2.9132
"F32962",-2.5002
"F52334",-4.6453
"F51525",-1.4556
"F27932",-2.6082
"F41478",-3.0836
"F56277",2.879
"F21998",-1.9921
"F20201",-2.5133
"F42031",2.3902
"F6451",-1.5274
"F4834",-2.3937
"F9849",0.2825
"F55682",-2.2542
"F501",0.8492
"F7411",6.3631
"F52094",-2.1137
"F11183",-0.9426
"F28745",-3.0145
"F25928",2.8774
"F27659",1.4487
"F53807",0.6715
"F10838",0.3801
"F3378",-0.5141
"F10206",-1.3911
"F30961",-3.4615
"F23923",-0.8539
"F5398",-0.4392
"F11696",0.2983
"F5304",-1.2126
"F1113",1.9859
"F27086",-2.961
"F59246",3.2287
"F19370",-1.2368
"F14359",-4.4955
"F20701",-0.3713
"F18029",-0.8007
"F6898",-1.2544
"F51830",-1.6963
"F56157",2.5167
"F4772",-6.2578
"F14411",-3.3103
"F52011",-1.157
"F6786",0.847
"F62105",-2.079
"F48828",-1.0411
"F29413",-5.4041
"F21833",-1.2389
"F22733",-2.4577
"F19700",-0.7753
"F52630",1.0794
"F1315",2.9464
"F28180",-2.9846
"F7505",-4.6505
"F54737",-1.2982
"F5419",-1.6483
"F8831",-1.2939
"F53765",0.3879
"F48818",-1.9199
"F47191",0.4844
"F10608",0.3247
"F14002",-2.6502
"F23730",-1.1089
"F2590",2.2477
"F40442",-2.151
"F9858",-4.4649
"F50232",2.729
"F7638",-4.061
"F47427",1.0127
"F5252",-1.0533
"F7614",-1.2113
"F40037",2.1548
"F44263",-2.4938
"F39354",5.0822
"F23804",-2.805
"F49726",-3.4059
"F94",0.5373
"F51964",-2.8875
"F28972",-1.7424
"F9047",-0.9482
"F24114",-3.3327
"F29263",0.9054
"F20754",-0.3168
"F45291",-2.1833
"F3165",3.3351
"F44993",-3.4044
"F52498",0.9809
"F41926",-3.1
"F34391",-1.7599
"F6611",-1.7855
"F5103",-1.7654
"F7990",-4.2183
"F7334",2.651
"F11165",-2.282
"F11451",-5.2126
"F11724",-1.8276
"F6710",1.3744
"F22794",-3.0788
"F34857",-4.0442
"F50919",1.4202
"F10868",-1.796
"F50663",-3.0085
"F22861",-2.1299
"F4111",5.0601
"F6208",-1.6412
"F56602",-1.9301
"F633",-1.6177
"F10077",-5.6443
"F19595",-0.7323
"F24961",-2.0894
"F12481",-2.2116
"F23919",-1.1784
"F19741",-1.5799
"F19151",-2.4336
"F35559",-4.7641
"F5263",-1.9499
"F39840",-4.1557
"F46004",-2.701
"F35194",-2.924
"F11289",-1.8531
"F39367",-1.0213
"F32519",2.1839
"F48186",0.0078
"F9626",-0.0327
"F16474",4.2165
"F45941",4.7165
"F32746",4.1527
"F52381",-2.3879
"F23218",0.9788
"F23670",-0.7398
"F19025",-1.2357
"F24614",-5.9271
"F8435",-3.1212
"F16443",-2.4217
"F49749",-2.1576
"F6724",-0.8899
"F47576",-1.526
"F10905",-1.6773
"F9955",-4.3285
"F3435",0.3776
"F52914",-1.2937
"F53052",-3.3293
"F29454",1.8889
"F55082",-3.0723
"F18536",-2.6859
"F49052",-2.7734
"F9883",0.7721
"F51821",-1.0335
"F36513",-1.338
"F38536",-2.0196
"F36648",-2.0828
"F42100",-3.9048
"F50671",-8.4345
"F47832",-2.492
"F26182",-3.2195
"F41152",-3.0966
"F5476",-0.9392
"F25408",-2.3689
"F10811",-5.2289
"F28061",-2.9569
"F43062",2.0074
"F5746",-2.1761
"F54442",-1.216
"F4109",0.2906
"F56070",-2.9232
"F27850",-0.8155
"F16278",-0.9113
"F48578",3.5082
"F67",-0.366
"F52450",-0.6364
"F6513",-1.7819
"F1402",1.1739
"F48420",-2.4694
"F40064",-0.6514
"F116",0.3164
"F17965",-2.9986
"F47015",3.4414
"F50420",-0.9498
"F6885",2.2075
"F6783",-1.7761
"F19750",-2.8494
"F21898",-2.4019
"F48416",-2.4969
"F11262",-1.3478
"F1060",4.6403
"F36496",-1.6074
"F63819",1.4606
"F10038",1.6211
"F11576",1.1461
"F43650",-1.9662
"F32858",-3.8093
"F2572",-1.6375
"F60647",-2.919
"F1911",-1.9701
"F5551",-1.6362
"F11753",-1.8614
"F19107",-2.8538
"F29882",-3.4712
"F11141",-2.2605
"F53384",1.6562
"F3014",0.3917
"F52896",-2.5125
"F50141",-0.5015
"F32086",-1.2094
"F19035",-1.9412
"F3118",-2.1726
"F50248",-1.5565
"F1522",2.9038
"F6364",0.3979
"F39951",-2.1323
"F11486",0.2236
"F17179",-2.8663
"F59493",2.0323
"F50553",-3.0421
"F4190",-3.3562
"F13517",-2.3291
"F12523",-1.8214
"F44742",-2.0217
"F21814",-0.95
"F42317",1.1534
"F7176",-1.9444
"F55627",-0.5245
"F6599",-2.3778
"F8342",-2.0098
"F20114",1.0177
"F37005",-2.5735
"F5",-1.7856
"F6863",3.6082
"F50438",-1.0577
"F40730",-5.5574
"F56086",1.9261
"F6012",-5.1327
"F29616",1.0695
"F24647",-1.808
"F51529",2.8763
"F9985",-2.021
"F5941",-0.5567
"F36898",-1.9925
"F27878",1.6787
"F23802",-2.634
"F44631",-0.9872
"F19156",-1.6725
"F20983",-3.126
"F46949",-0.766
"F7086",-2.648
"F41903",-2.7313
"F35293",-1.4375
"F20609",-2.8499
"F52655",-3.7043
"F52208",-0.3555
"F19347",-1.5418
"F8324",-0.9433
"F3331",-3.5358
"F1626",2.458
"F7187",-2.2959
"F32045",0.3492
"F2998",0.3426
"F7610",0.1756
"F7487",-3.7292
"F31452",-5.1592
"F9424",2.7167
"F10261",-1.1676
"F17251",-0.8278
"F41401",-3.5414
"F6858",-2.0543
"F18212",-1.2529
"F50757",-2.9977
"F39977",-3.0872
"F30094",-2.3047
"F36573",-2.0731
"F5421",-1.9529
"F50691",-1.4571
"F55943",-2.4871
"F46087",-1.9906
"F42995",1.8833
"F19400",-3.9288
"F50359",-2.6899
"F8321",-0.6598
"F9567",0.4027
"F18380",-1.9617
"F47356",0.3099
"F49032",-2.3442
"F13343",-3.2711
"F55185",-4.338
"F28679",2.2787
"F56255",0.2312
"F3797",0.3844
"F4459",-2.3659
"F56305",3.0555
"F23790",-0.5353
"F7063",-1.5752
"F22957",-3.0745
"F18444",-1.9202
"F20181",-2.7154
"F3927",-3.1374
"F46166",-2.2333
"F56386",3.7717
"F5893",-1.6841
"F7594",1.6988
"F42335",-2.6791
"F60184",-1.5605
"F55598",-3.4306
"F56632",-0.2558
"F5523",-0.7316
"F33879",-4.019
"F3463",-0.9757
"F55875",-0.7605
"F7640",2.7765
"F50307",-2.5192
"F55554",-2.0927
"F24842",-1.9597
"F54010",0.6026
"F34970",-3.346
"F2541",-1.1688
"F20423",-2.7681
"F21948",-1.1809
"F9670",-1.8358
"F42958",-2.0632
"F38703",-3.3755
"F22559",-2.5979
"F51976",-3.0682
"F1599",2.3889
"F52174",2.1742
"F40760",-2.11
"F2460",-2.412
"F25291",-1.4113
"F10794",-0.9603
"F48740",-2.2829
"F33226",-2.2025
"F22917",-1.175
"F20568",-2.1489
"F34885",-2.1805
"F41940",-1.8828
"F33023",-3.0305
"F523",-3.2473
"F11793",-1.3895
"F44438",-0.6525
"F30193",-1.636
"F8875",-0.3696
"F42367",1.9507
"F54745",-3.9007
"F8040",3.9865
"F27573",-2.6492
"F32911",3.2273
"F5034",-1.2174
"F1112",1.192
"F62979",5.6207
"F9162",-4.7846
"F20079",-2.9512
"F28837",-3.3431
"F37082",-3.9606
"F60470",-2.1419
"F3007",-0.9404
"F6196",-6.4301
"F20500",-2.4539
"F13900",-5.2042
"F10970",-0.9551
"F8714",2.7088
"F27161",-3.1527
"F53720",0.4563
"F24367",-2.5448
"F49939",-1.8056
"F26431",-3.2191
"F4814",-1.6763
"F51691",3.7605
"F53513",-2.7927
"F10885",1.9797
"F57112",-2.253
"F58232",-3.1476
"F48608",-4.9154
"F50658",5.4464
"F15578",2.5552
"F952",-1.5337
"F33440",-0.8974
"F35911",-2.1992
"F4540",-1.4337
"F44218",-1.2253
"F49015",-1.8664
"F14038",-2.8402
"F12963",-2.7131
"F4100",4.6281
"F48794",-4.3022
"F8688",-2.1598
"F38573",-1.7936
"F30454",0.2449
"F99",0.475
"F22850",-2.9628
"F9261",-0.8154
"F52803",-3.3598
"F4110",3.2681
"F2763",0.2731
"F59704",-1.1888
"F50044",-1.5927
"F22189",-1.6836
"F48314",-1.8293
"F5281",-1.9343
"F36062",1.2414
"F55191",-4.7646
"F7138",-1.9226
"F42218",-2.351
"F34164",-1.5264
