"","feature","metadata","value","qvalue"
"F52087","F52087","diagnosis","UC",4.08597803116524e-06
"F49485","F49485","diagnosis","UC",4.14079460117865e-06
"F1550","F1550","diagnosis","UC",4.1749354926063e-06
"F857","F857","diagnosis","UC",4.19499617778711e-06
"F41235","F41235","diagnosis","UC",4.23287155351545e-06
"F40228","F40228","diagnosis","UC",4.32703715303958e-06
"F4629","F4629","diagnosis","UC",4.33074577781729e-06
"F56870","F56870","diagnosis","UC",4.33507674351909e-06
"F1178","F1178","diagnosis","UC",4.34008373876382e-06
"F45105","F45105","diagnosis","UC",4.38135057193452e-06
"F1468","F1468","diagnosis","UC",4.40208211255023e-06
"F2957","F2957","diagnosis","UC",4.40208211255023e-06
"F5126","F5126","diagnosis","UC",4.51194709283346e-06
"F53983","F53983","diagnosis","UC",4.51486131028408e-06
"F38482","F38482","diagnosis","UC",4.53946147915873e-06
"F9723","F9723","diagnosis","UC",4.54753307211061e-06
"F1245","F1245","diagnosis","UC",4.70664602088849e-06
"F1691","F1691","diagnosis","UC",4.70664602088849e-06
"F6871","F6871","diagnosis","UC",4.70664602088849e-06
"F2999","F2999","diagnosis","UC",4.70664602088849e-06
"F53645","F53645","diagnosis","UC",4.76054214067891e-06
"F40880","F40880","diagnosis","UC",4.80103115070441e-06
"F8051","F8051","diagnosis","UC",4.81321832468789e-06
"F4027","F4027","diagnosis","UC",4.84329078379873e-06
"F45668","F45668","diagnosis","UC",4.86063402751775e-06
"F11555","F11555","diagnosis","UC",4.86317794766335e-06
"F50111","F50111","diagnosis","UC",4.93997834780665e-06
"F1798","F1798","diagnosis","UC",4.95377183577139e-06
"F53923","F53923","diagnosis","UC",5.05082878676003e-06
"F2465","F2465","diagnosis","UC",5.1364495654206e-06
"F53773","F53773","diagnosis","UC",5.16090860127729e-06
"F1018","F1018","diagnosis","UC",5.17460742016834e-06
"F1331","F1331","diagnosis","UC",5.22879576185546e-06
"F53439","F53439","diagnosis","UC",5.2295432620393e-06
"F51569","F51569","diagnosis","UC",5.24041739040996e-06
"F52352","F52352","diagnosis","UC",5.26041722207098e-06
"F1603","F1603","diagnosis","UC",5.2771502345826e-06
"F1465","F1465","diagnosis","UC",5.33013354890444e-06
"F53784","F53784","diagnosis","UC",5.33013354890444e-06
"F8350","F8350","diagnosis","UC",5.34348524883922e-06
"F51396","F51396","diagnosis","UC",5.39464509638274e-06
"F51444","F51444","diagnosis","UC",5.48674399601279e-06
"F28140","F28140","diagnosis","UC",5.56017576749883e-06
"F7121","F7121","diagnosis","UC",5.57169398260389e-06
"F1627","F1627","diagnosis","UC",5.64551503132124e-06
"F41538","F41538","diagnosis","UC",5.67338937464831e-06
"F51308","F51308","diagnosis","UC",5.73114656989895e-06
"F52512","F52512","diagnosis","UC",5.73114656989895e-06
"F722","F722","diagnosis","UC",5.86471524985828e-06
"F7449","F7449","diagnosis","UC",5.86728596306236e-06
"F55685","F55685","diagnosis","UC",5.96772798125612e-06
"F41216","F41216","diagnosis","UC",6.0905506756794e-06
"F40969","F40969","diagnosis","UC",6.11621500096525e-06
"F43111","F43111","diagnosis","UC",6.12150021858966e-06
"F50378","F50378","diagnosis","UC",6.29254933111463e-06
"F41950","F41950","diagnosis","UC",6.31012155907323e-06
"F36234","F36234","diagnosis","UC",6.44619288147772e-06
"F10281","F10281","diagnosis","UC",6.44926837730059e-06
"F56006","F56006","diagnosis","UC",6.47841350694689e-06
"F51370","F51370","diagnosis","UC",6.62579228444814e-06
"F4741","F4741","diagnosis","UC",6.69834257678389e-06
"F19022","F19022","diagnosis","UC",6.72975937646108e-06
"F40742","F40742","diagnosis","UC",6.76422206271919e-06
"F51936","F51936","diagnosis","UC",6.76422206271919e-06
"F1168","F1168","diagnosis","UC",6.9112976618944e-06
"F1491","F1491","diagnosis","UC",6.9112976618944e-06
"F51468","F51468","diagnosis","UC",6.9284730141857e-06
"F1595","F1595","diagnosis","UC",6.9284730141857e-06
"F761","F761","diagnosis","UC",6.94912182225457e-06
"F9488","F9488","diagnosis","UC",7.1163519444928e-06
"F40873","F40873","diagnosis","UC",7.1163519444928e-06
"F41750","F41750","diagnosis","UC",7.1163519444928e-06
"F42631","F42631","diagnosis","UC",7.1163519444928e-06
"F51474","F51474","diagnosis","UC",7.1163519444928e-06
"F41120","F41120","diagnosis","UC",7.13564016863592e-06
"F41080","F41080","diagnosis","UC",7.1676149463879e-06
"F903","F903","diagnosis","UC",7.25314916577557e-06
"F811","F811","diagnosis","UC",7.25655211936837e-06
"F40316","F40316","diagnosis","UC",7.32515263810338e-06
"F19766","F19766","diagnosis","UC",7.42294123469585e-06
"F15025","F15025","diagnosis","UC",7.43699556283801e-06
"F41002","F41002","diagnosis","UC",7.43699556283801e-06
"F41109","F41109","diagnosis","UC",7.55990809020425e-06
"F8531","F8531","diagnosis","UC",7.57974799450116e-06
"F54046","F54046","diagnosis","UC",7.58394341728971e-06
"F40713","F40713","diagnosis","UC",7.84231918029851e-06
"F2044","F2044","diagnosis","UC",7.84800508042556e-06
"F51378","F51378","diagnosis","UC",7.84800508042556e-06
"F41464","F41464","diagnosis","UC",7.88334496206509e-06
"F41492","F41492","diagnosis","UC",7.93815577528499e-06
"F6285","F6285","diagnosis","UC",8.13402005308129e-06
"F2530","F2530","diagnosis","UC",8.14209208278138e-06
"F56145","F56145","diagnosis","UC",8.14846083645705e-06
"F8568","F8568","diagnosis","UC",8.2021247948981e-06
"F40808","F40808","diagnosis","UC",8.2021247948981e-06
"F42135","F42135","diagnosis","UC",8.27901604757314e-06
"F3189","F3189","diagnosis","UC",8.27916972094333e-06
"F49628","F49628","diagnosis","UC",8.30496391081239e-06
"F41233","F41233","diagnosis","UC",8.38317822699564e-06
"F1335","F1335","diagnosis","UC",8.38523652514027e-06
"F40796","F40796","diagnosis","UC",8.41423331035e-06
"F22337","F22337","diagnosis","UC",8.57371531473177e-06
"F55949","F55949","diagnosis","UC",8.73111996568893e-06
"F827","F827","diagnosis","UC",8.73521109734898e-06
"F49201","F49201","diagnosis","UC",8.77696953862104e-06
"F3294","F3294","diagnosis","UC",8.81773409743628e-06
"F41190","F41190","diagnosis","UC",8.93394810469438e-06
"F947","F947","diagnosis","UC",8.93394810469438e-06
"F40937","F40937","diagnosis","UC",9.18440484186385e-06
"F40856","F40856","diagnosis","UC",9.38280515296367e-06
"F53019","F53019","diagnosis","UC",9.38280515296367e-06
"F2901","F2901","diagnosis","UC",9.43836446726874e-06
"F51606","F51606","diagnosis","UC",9.43836446726874e-06
"F10792","F10792","diagnosis","UC",9.45304151169245e-06
"F51422","F51422","diagnosis","UC",9.60289645209059e-06
"F48076","F48076","diagnosis","UC",9.61402072549265e-06
"F1443","F1443","diagnosis","UC",9.6612391252611e-06
"F2543","F2543","diagnosis","UC",9.6612391252611e-06
"F1660","F1660","diagnosis","UC",9.73839400951699e-06
"F2112","F2112","diagnosis","UC",9.75720170074376e-06
"F7010","F7010","diagnosis","UC",9.76140086706593e-06
"F51356","F51356","diagnosis","UC",9.79776127446982e-06
"F3743","F3743","diagnosis","UC",9.96722542686748e-06
"F9543","F9543","diagnosis","UC",9.984918124854e-06
"F1700","F1700","diagnosis","UC",1.01341589147244e-05
"F3602","F3602","diagnosis","UC",1.01488067464261e-05
"F4383","F4383","diagnosis","UC",1.01488067464261e-05
"F41062","F41062","diagnosis","UC",1.01488067464261e-05
"F41350","F41350","diagnosis","UC",1.01488067464261e-05
"F51310","F51310","diagnosis","UC",1.05056497966357e-05
"F9520","F9520","diagnosis","UC",1.06890170116463e-05
"F2464","F2464","diagnosis","UC",1.08480419336528e-05
"F41176","F41176","diagnosis","UC",1.09253318268089e-05
"F10946","F10946","diagnosis","UC",1.11029942651361e-05
"F6557","F6557","diagnosis","UC",1.11132227367188e-05
"F40327","F40327","diagnosis","UC",1.11132227367188e-05
"F1242","F1242","diagnosis","UC",1.11283714244029e-05
"F40972","F40972","diagnosis","UC",1.11283714244029e-05
"F51395","F51395","diagnosis","UC",1.12252931343094e-05
"F1511","F1511","diagnosis","UC",1.12263400172131e-05
"F1235","F1235","diagnosis","UC",1.12651044473416e-05
"F25397","F25397","diagnosis","UC",1.12822047644925e-05
"F40826","F40826","diagnosis","UC",1.1319394440002e-05
"F1515","F1515","diagnosis","UC",1.134299910544e-05
"F39114","F39114","diagnosis","UC",1.134299910544e-05
"F40879","F40879","diagnosis","UC",1.134299910544e-05
"F1177","F1177","diagnosis","UC",1.15013691870707e-05
"F51277","F51277","diagnosis","UC",1.1591443340055e-05
"F6894","F6894","diagnosis","UC",1.16256891074718e-05
"F1029","F1029","diagnosis","UC",1.16256891074718e-05
"F1890","F1890","diagnosis","UC",1.16256891074718e-05
"F41664","F41664","diagnosis","UC",1.16256891074718e-05
"F49811","F49811","diagnosis","UC",1.16256891074718e-05
"F52485","F52485","diagnosis","UC",1.16256891074718e-05
"F3870","F3870","diagnosis","UC",1.17637503801531e-05
"F2057","F2057","diagnosis","UC",1.18261631343119e-05
"F40254","F40254","diagnosis","UC",1.18451303466158e-05
"F56167","F56167","diagnosis","UC",1.18451303466158e-05
"F789","F789","diagnosis","UC",1.19385004609691e-05
"F41194","F41194","diagnosis","UC",1.19570462150444e-05
"F41661","F41661","diagnosis","UC",1.19850366692457e-05
"F3832","F3832","diagnosis","UC",1.19850366692457e-05
"F50969","F50969","diagnosis","UC",1.20186420056787e-05
"F2919","F2919","diagnosis","UC",1.2031951241078e-05
"F46093","F46093","diagnosis","UC",1.20486342482584e-05
"F39156","F39156","diagnosis","UC",1.2177371366393e-05
"F51049","F51049","diagnosis","UC",1.2177371366393e-05
"F40455","F40455","diagnosis","UC",1.23039927000848e-05
"F51539","F51539","diagnosis","UC",1.23533962664565e-05
"F3742","F3742","diagnosis","UC",1.247675500305e-05
"F51486","F51486","diagnosis","UC",1.25244860601777e-05
"F1557","F1557","diagnosis","UC",1.2572087120321e-05
"F51445","F51445","diagnosis","UC",1.30797540718447e-05
"F54614","F54614","diagnosis","UC",1.30803162715561e-05
"F15469","F15469","diagnosis","UC",1.31766898478712e-05
"F1397","F1397","diagnosis","UC",1.33832320884033e-05
"F871","F871","diagnosis","UC",1.3492732986229e-05
"F1384","F1384","diagnosis","UC",1.3497161711236e-05
"F51257","F51257","diagnosis","UC",1.3492732986229e-05
"F1231","F1231","diagnosis","UC",1.35334262274196e-05
"F1187","F1187","diagnosis","UC",1.37439231773809e-05
"F2888","F2888","diagnosis","UC",1.37832476485196e-05
"F1368","F1368","diagnosis","UC",1.39653240382107e-05
"F1715","F1715","diagnosis","UC",1.4258152519308e-05
"F39682","F39682","diagnosis","UC",1.42652559333198e-05
"F2747","F2747","diagnosis","UC",1.43817436240574e-05
"F1208","F1208","diagnosis","UC",1.48961189761166e-05
"F51595","F51595","diagnosis","UC",1.49510024799339e-05
"F771","F771","diagnosis","UC",1.50701539061584e-05
"F2954","F2954","diagnosis","UC",1.50721684307051e-05
"F11095","F11095","diagnosis","UC",1.50701539061584e-05
"F40544","F40544","diagnosis","UC",1.50701539061584e-05
"F1199","F1199","diagnosis","UC",1.51980144572367e-05
"F40120","F40120","diagnosis","UC",1.51980144572367e-05
"F2967","F2967","diagnosis","UC",1.54172293047284e-05
"F22917","F22917","diagnosis","UC",1.54172293047284e-05
"F40899","F40899","diagnosis","UC",1.54172293047284e-05
"F41872","F41872","diagnosis","UC",1.54172293047284e-05
"F52334","F52334","diagnosis","UC",1.54172293047284e-05
"F943","F943","diagnosis","UC",1.5469849624591e-05
"F40893","F40893","diagnosis","UC",1.5469849624591e-05
"F41294","F41294","diagnosis","UC",1.5469849624591e-05
"F881","F881","diagnosis","UC",1.55809488761347e-05
"F1633","F1633","diagnosis","UC",1.5729326727722e-05
"F9957","F9957","diagnosis","UC",1.57314153213939e-05
"F40158","F40158","diagnosis","UC",1.57314153213939e-05
"F1396","F1396","diagnosis","UC",1.58837712501661e-05
"F815","F815","diagnosis","UC",1.58837712501661e-05
"F4028","F4028","diagnosis","UC",1.5906402748902e-05
"F45630","F45630","diagnosis","UC",1.5906402748902e-05
"F19764","F19764","diagnosis","UC",1.60086118853583e-05
"F1500","F1500","diagnosis","UC",1.60355536697527e-05
"F40897","F40897","diagnosis","UC",1.66393180045454e-05
"F42419","F42419","diagnosis","UC",1.66221392683237e-05
"F2611","F2611","diagnosis","UC",1.66393180045454e-05
"F49982","F49982","diagnosis","UC",1.6675296507605e-05
"F922","F922","diagnosis","UC",1.67055809076558e-05
"F21569","F21569","diagnosis","UC",1.67055809076558e-05
"F1424","F1424","diagnosis","UC",1.67182146040518e-05
"F1684","F1684","diagnosis","UC",1.68764657894192e-05
"F40791","F40791","diagnosis","UC",1.69655391218031e-05
"F45061","F45061","diagnosis","UC",1.70492405169486e-05
"F835","F835","diagnosis","UC",1.73455767818233e-05
"F14145","F14145","diagnosis","UC",1.74941688736406e-05
"F1436","F1436","diagnosis","UC",1.75695168855536e-05
"F847","F847","diagnosis","UC",1.75991346604063e-05
"F836","F836","diagnosis","UC",1.76786655185578e-05
"F55035","F55035","diagnosis","UC",1.77460609938963e-05
"F42614","F42614","diagnosis","UC",1.77805457924517e-05
"F9481","F9481","diagnosis","UC",1.78216496545567e-05
"F9756","F9756","diagnosis","UC",1.78495678695844e-05
"F3582","F3582","diagnosis","UC",1.79286017036603e-05
"F1520","F1520","diagnosis","UC",1.7961385031202e-05
"F8358","F8358","diagnosis","UC",1.7961385031202e-05
"F42692","F42692","diagnosis","UC",1.80852425411612e-05
"F51406","F51406","diagnosis","UC",1.81916556209658e-05
"F3191","F3191","diagnosis","UC",1.81916556209658e-05
"F833","F833","diagnosis","UC",1.82747897237484e-05
"F50124","F50124","diagnosis","UC",1.84248389616852e-05
"F52147","F52147","diagnosis","UC",1.89303073416915e-05
"F51480","F51480","diagnosis","UC",1.9016065986954e-05
"F10935","F10935","diagnosis","UC",1.94070347281972e-05
"F49580","F49580","diagnosis","UC",1.94202038767036e-05
"F1053","F1053","diagnosis","UC",1.98464100161276e-05
"F2624","F2624","diagnosis","UC",2.02904172591757e-05
"F48091","F48091","diagnosis","UC",2.02904172591757e-05
"F42449","F42449","diagnosis","UC",2.05090541017277e-05
"F49169","F49169","diagnosis","UC",2.05789653987081e-05
"F41651","F41651","diagnosis","UC",2.05801814659127e-05
"F42277","F42277","diagnosis","UC",2.08918157652629e-05
"F53813","F53813","diagnosis","UC",2.09769756175687e-05
"F979","F979","diagnosis","UC",2.10718946199157e-05
"F3163","F3163","diagnosis","UC",2.12418925793414e-05
"F49106","F49106","diagnosis","UC",2.14967278283853e-05
"F9486","F9486","diagnosis","UC",2.17435839143508e-05
"F2752","F2752","diagnosis","UC",2.17435839143508e-05
"F40799","F40799","diagnosis","UC",2.1948838565736e-05
"F42509","F42509","diagnosis","UC",2.19643544919169e-05
"F819","F819","diagnosis","UC",2.2034808224735e-05
"F40232","F40232","diagnosis","UC",2.25170117338053e-05
"F51964","F51964","diagnosis","UC",2.28393580747161e-05
"F1760","F1760","diagnosis","UC",2.30547782266929e-05
"F9496","F9496","diagnosis","UC",2.31202946996838e-05
"F1450","F1450","diagnosis","UC",2.31698061440877e-05
"F1166","F1166","diagnosis","UC",2.31698061440877e-05
"F20448","F20448","diagnosis","UC",2.35810876400555e-05
"F10430","F10430","diagnosis","UC",2.3956204521376e-05
"F23753","F23753","diagnosis","UC",2.43774909705011e-05
"F1446","F1446","diagnosis","UC",2.44110287099867e-05
"F1346","F1346","diagnosis","UC",2.46878766910809e-05
"F14872","F14872","diagnosis","UC",2.49082937598444e-05
"F51385","F51385","diagnosis","UC",2.49082937598444e-05
"F51452","F51452","diagnosis","UC",2.49082937598444e-05
"F46335","F46335","diagnosis","UC",2.51000460042205e-05
"F50536","F50536","diagnosis","UC",2.52400235769428e-05
"F53797","F53797","diagnosis","UC",2.53708984607529e-05
"F55898","F55898","diagnosis","UC",2.53708984607529e-05
"F9836","F9836","diagnosis","UC",2.54244991978496e-05
"F54887","F54887","diagnosis","UC",2.54244991978496e-05
"F1618","F1618","diagnosis","UC",2.55046528073171e-05
"F41554","F41554","diagnosis","UC",2.55543875948546e-05
"F3790","F3790","diagnosis","UC",2.55642108594064e-05
"F4886","F4886","diagnosis","UC",2.5567074174526e-05
"F1051","F1051","diagnosis","UC",2.58757730303001e-05
"F51590","F51590","diagnosis","UC",2.58757730303001e-05
"F53245","F53245","diagnosis","UC",2.59672504493357e-05
"F2115","F2115","diagnosis","UC",2.6037959345394e-05
"F40664","F40664","diagnosis","UC",2.60286385771991e-05
"F42840","F42840","diagnosis","UC",2.66695620095681e-05
"F9478","F9478","diagnosis","UC",2.68296002116592e-05
"F7918","F7918","diagnosis","UC",2.6840646648548e-05
"F41217","F41217","diagnosis","UC",2.6840646648548e-05
"F2902","F2902","diagnosis","UC",2.68762645884834e-05
"F1114","F1114","diagnosis","UC",2.68762645884834e-05
"F29454","F29454","diagnosis","UC",2.71030595346501e-05
"F41478","F41478","diagnosis","UC",2.71673767538051e-05
"F40994","F40994","diagnosis","UC",2.73561245302329e-05
"F42394","F42394","diagnosis","UC",2.73648128504698e-05
"F1122","F1122","diagnosis","UC",2.73711582904066e-05
"F1033","F1033","diagnosis","UC",2.7544701701618e-05
"F482","F482","diagnosis","UC",2.75672429342245e-05
"F41245","F41245","diagnosis","UC",2.75672429342245e-05
"F3318","F3318","diagnosis","UC",2.75672429342245e-05
"F8048","F8048","diagnosis","UC",2.76446819971416e-05
"F41031","F41031","diagnosis","UC",2.78076651997921e-05
"F40901","F40901","diagnosis","UC",2.82598299152224e-05
"F51312","F51312","diagnosis","UC",2.8324246126383e-05
"F51297","F51297","diagnosis","UC",2.83666728412432e-05
"F1707","F1707","diagnosis","UC",2.84990665576923e-05
"F777","F777","diagnosis","UC",2.85270378205388e-05
"F18864","F18864","diagnosis","UC",2.86073593444709e-05
"F41616","F41616","diagnosis","UC",2.86073593444709e-05
"F2142","F2142","diagnosis","UC",2.8937857795385e-05
"F2660","F2660","diagnosis","UC",2.8937857795385e-05
"F1314","F1314","diagnosis","UC",2.89631179376503e-05
"F41369","F41369","diagnosis","UC",2.91309262639035e-05
"F54867","F54867","diagnosis","UC",2.91759729332219e-05
"F25506","F25506","diagnosis","UC",2.91945495196167e-05
"F8540","F8540","diagnosis","UC",2.91954573380289e-05
"F2483","F2483","diagnosis","UC",2.97832743694213e-05
"F18590","F18590","diagnosis","UC",2.98352725789653e-05
"F2092","F2092","diagnosis","UC",2.98352725789653e-05
"F3493","F3493","diagnosis","UC",2.98352725789653e-05
"F11214","F11214","diagnosis","UC",2.98352725789653e-05
"F2108","F2108","diagnosis","UC",3.04339214909801e-05
"F1285","F1285","diagnosis","UC",3.04967853529506e-05
"F3183","F3183","diagnosis","UC",3.05259752960309e-05
"F1508","F1508","diagnosis","UC",3.0574525465051e-05
"F3740","F3740","diagnosis","UC",3.0574525465051e-05
"F6391","F6391","diagnosis","UC",3.06009973641365e-05
"F52310","F52310","diagnosis","UC",3.07494134794769e-05
"F14861","F14861","diagnosis","UC",3.07494134794769e-05
"F40995","F40995","diagnosis","UC",3.08813190058647e-05
"F7212","F7212","diagnosis","UC",3.09343538151838e-05
"F2996","F2996","diagnosis","UC",3.10064159183908e-05
"F40762","F40762","diagnosis","UC",3.11973164011216e-05
"F718","F718","diagnosis","UC",3.12044607153055e-05
"F11027","F11027","diagnosis","UC",3.139234566782e-05
"F1541","F1541","diagnosis","UC",3.14433633958775e-05
